section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.011,major_brain_region,105954,101395,14,0.35307713474580915,0.4875892042775419,0.8173095320282066,0.006331992078418235
C57BL6J-3.011,ccf_region_name,105954,104240,168,0.15392038171653435,0.5388678924783252,0.49069263238679967,0.009683510943463687
