section,method,training_mode,train_graph,infer_graph,variant,n_eval_spots,n_reference_domains,n_predicted_domains,ari,nmi,pas,chaos
151676,graphst,whole,spatial,spatial,mclust,3431,7,7,0.46952805605437276,0.5722381049727541,0.809385018944914,0.0648182981056407
151676,graphst,whole,spatial,spatial,mclust_refined,3431,7,7,0.4881335917142502,0.61900801073975,0.9173418828329933,0.062356539481934516
