section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.009,major_brain_region,113720,110863,14,0.3791062227403588,0.5349444915449282,0.8597620486546458,0.005792745523833143
C57BL6J-3.009,ccf_region_name,113720,111391,221,0.10739209394595077,0.5402520995388869,0.4589526981533517,0.01015804682966758
