section,method,training_mode,train_graph,infer_graph,variant,n_eval_spots,n_reference_domains,n_predicted_domains,ari,nmi,pas,chaos
151672,stagate,fullneighbors,spatial,annotation,mclust,3888,5,5,0.6024163693625482,0.7074385155558203,0.9154578189300412,0.0600860189042618
151673,stagate,fullneighbors,spatial,annotation,mclust,3611,7,7,0.5156714228049519,0.6831563543264902,0.8531708667959014,0.0608196809199809
151674,stagate,fullneighbors,spatial,annotation,mclust,3635,7,7,0.4313212232562031,0.5598486757067092,0.8926822558459422,0.0616319995081317
151675,stagate,fullneighbors,spatial,annotation,mclust,3566,7,7,0.5711879262006445,0.6533564710493825,0.8433819405496354,0.0611340490362894
151676,stagate,fullneighbors,spatial,annotation,mclust,3431,7,7,0.519503587588072,0.6179327985448879,0.8487612940833577,0.0642178299267703
151507,stagate,fullneighbors,spatial,spatial,mclust,4221,7,7,0.5158745428757137,0.6782383951334716,0.8906183368869937,0.0565669539791232
151508,stagate,fullneighbors,spatial,spatial,mclust,4381,7,7,0.4801937249148373,0.6159088953556177,0.8979000228258388,0.0557109501475736
151509,stagate,fullneighbors,spatial,spatial,mclust,4788,7,7,0.5034594970069469,0.6578349049574617,0.8862155388471178,0.0540894232529454
151510,stagate,fullneighbors,spatial,spatial,mclust,4595,7,7,0.5180925246510186,0.6382748651166764,0.8721001088139282,0.0554615318162191
151669,stagate,fullneighbors,spatial,spatial,mclust,3636,5,5,0.2462560508546023,0.4807349924603636,0.9134213421342134,0.0616471312790764
151670,stagate,fullneighbors,spatial,spatial,mclust,3484,5,5,0.4281703400188797,0.5511847861681183,0.9000861079219288,0.0614141209784746
151671,stagate,fullneighbors,spatial,spatial,mclust,4093,5,5,0.549305465402002,0.6631607298101643,0.9151233813828488,0.0581131617599028
151672,stagate,fullneighbors,spatial,spatial,mclust,3888,5,5,0.5841441289513594,0.6883398494124459,0.9164351851851852,0.0596723125790243
151673,stagate,fullneighbors,spatial,spatial,mclust,3611,7,7,0.5842743425885535,0.6987518010005971,0.848047632234838,0.0610470019843922
151674,stagate,fullneighbors,spatial,spatial,mclust,3635,7,7,0.481073138810687,0.5958277939945611,0.8826960110041265,0.0616080207813558
151675,stagate,fullneighbors,spatial,spatial,mclust,3566,7,7,0.5907980576235806,0.6893984706906908,0.8809310151430174,0.0621271842987714
151676,stagate,fullneighbors,spatial,spatial,mclust,3431,7,7,0.4901209632557772,0.6040349684147426,0.8855727193238123,0.0637072437749572
151507,stagate,sampled,annotation,annotation,mclust,4221,7,7,0.5788355413870517,0.7113077479396672,0.8656005685856432,0.0567885908671573
151508,stagate,sampled,annotation,annotation,mclust,4381,7,7,0.5472645045174933,0.6787222875104899,0.866811230312714,0.0564261743863471
151509,stagate,sampled,annotation,annotation,mclust,4788,7,7,0.5620717331541054,0.6940172086755195,0.8851712614870509,0.0540662456227457
151510,stagate,sampled,annotation,annotation,mclust,4595,7,7,0.518483461585473,0.6502617497658378,0.8378890097932535,0.0563245914354738
151669,stagate,sampled,annotation,annotation,mclust,3636,5,5,0.4641446207669514,0.6138839145050795,0.9098184818481848,0.0623103587803389
151670,stagate,sampled,annotation,annotation,mclust,3484,5,5,0.3292594009877641,0.5685756836968812,0.9039609644087256,0.060778206853443
151671,stagate,sampled,annotation,annotation,mclust,4093,5,5,0.6004566760974988,0.6968881241565125,0.9193745419008064,0.05807120297733
151672,stagate,sampled,annotation,annotation,mclust,3888,5,5,0.5989930379081532,0.6930891843775365,0.9166409465020576,0.0603251137383261
151673,stagate,sampled,annotation,annotation,mclust,3611,7,7,0.6286892268449231,0.7481959361922541,0.8609526446967599,0.0606267529735843
151674,stagate,sampled,annotation,annotation,mclust,3635,7,7,0.4538586235762765,0.5976931452766889,0.8918569463548831,0.0610676301369685
151675,stagate,sampled,annotation,annotation,mclust,3566,7,7,0.6251013857688197,0.7138142303223095,0.8714806505888951,0.0615848608539053
151676,stagate,sampled,annotation,annotation,mclust,3431,7,7,0.4234541515013103,0.6111472237364136,0.8777615855435733,0.0627349012864123
151507,stagate,sampled,annotation,spatial,mclust,4221,7,7,0.5679463993999988,0.7010945579466483,0.8798152096659559,0.0565057411708082
151508,stagate,sampled,annotation,spatial,mclust,4381,7,7,0.4997870919253381,0.6459844161040026,0.8989043597352203,0.0569431799490053
151509,stagate,sampled,annotation,spatial,mclust,4788,7,7,0.5071018850115505,0.6591999896435335,0.8899958228905598,0.0541070333917053
151510,stagate,sampled,annotation,spatial,mclust,4595,7,7,0.4453110858524822,0.5776918499999585,0.8693362350380849,0.056530862778767
151669,stagate,sampled,annotation,spatial,mclust,3636,5,5,0.4421377441092115,0.5959137631660356,0.9074807480748076,0.0620519397127393
151670,stagate,sampled,annotation,spatial,mclust,3484,5,5,0.3214736711230801,0.5572491823087315,0.9020952927669346,0.0609669949484975
151671,stagate,sampled,annotation,spatial,mclust,4093,5,5,0.5921601267005742,0.6846097232949087,0.9240166137307598,0.0582486842191081
151672,stagate,sampled,annotation,spatial,mclust,3888,5,5,0.7583590811009957,0.7341484969183368,0.9291666666666668,0.0596936579111959
151673,stagate,sampled,annotation,spatial,mclust,3611,7,7,0.5526621780916556,0.6932736714009128,0.8793132096372196,0.0611463539667268
151674,stagate,sampled,annotation,spatial,mclust,3635,7,7,0.3960306157795332,0.4933120988488367,0.886767537826685,0.0609546576421059
151675,stagate,sampled,annotation,spatial,mclust,3566,7,7,0.4511349807762091,0.5787838063821374,0.8679192372406057,0.0614286692041779
151676,stagate,sampled,annotation,spatial,mclust,3431,7,7,0.3218597808446364,0.516066507478395,0.8860973477120373,0.0628912118930155
151507,stagate,sampled,spatial,annotation,mclust,4221,7,7,0.5771227871819573,0.7109510085860581,0.8639895759298745,0.0570181468544683
151508,stagate,sampled,spatial,annotation,mclust,4381,7,7,0.5414107327738243,0.6928641248856473,0.8910979228486647,0.056359682793454
151509,stagate,sampled,spatial,annotation,mclust,4788,7,7,0.5496396117333582,0.6934637221235546,0.8869047619047619,0.0537955451317506
151510,stagate,sampled,spatial,annotation,mclust,4595,7,7,0.4080850102335217,0.5944310121808088,0.8649183895538629,0.055881016885562
151669,stagate,sampled,spatial,annotation,mclust,3636,5,5,0.3218692409017256,0.515978564701356,0.9106160616061606,0.0619202000919455
151670,stagate,sampled,spatial,annotation,mclust,3484,5,5,0.4731750179558461,0.600017549412585,0.910332950631458,0.0609206098757551
151671,stagate,sampled,spatial,annotation,mclust,4093,5,5,0.5944830110614101,0.6796440690422062,0.9156853163938432,0.0582532926544843
151672,stagate,sampled,spatial,annotation,mclust,3888,5,5,0.6205953911173748,0.6992172678584808,0.9223765432098764,0.05977005900188
151673,stagate,sampled,spatial,annotation,mclust,3611,7,7,0.6134699266863076,0.7310567846619102,0.8571309886458045,0.0606889024756929
151674,stagate,sampled,spatial,annotation,mclust,3635,7,7,0.5957295149805926,0.7070726986533018,0.894525447042641,0.0608324990520543
151675,stagate,sampled,spatial,annotation,mclust,3566,7,7,0.6315739567763612,0.7161881514457726,0.8667414469994391,0.0619221022188948
151676,stagate,sampled,spatial,annotation,mclust,3431,7,7,0.5750862019897668,0.6673832255378935,0.8836199358787525,0.0637962973032844
151507,stagate,sampled,spatial,spatial,mclust,4221,7,7,0.5326425450220755,0.6866239969080667,0.8742241175076996,0.0565119523952382
151508,stagate,sampled,spatial,spatial,mclust,4381,7,7,0.4978549270340389,0.6300504201018322,0.8809632503994522,0.0554797706348174
151509,stagate,sampled,spatial,spatial,mclust,4788,7,7,0.3176969310633458,0.5533869315602269,0.8992063492063492,0.0540385987939271
151510,stagate,sampled,spatial,spatial,mclust,4595,7,7,0.5140116846368871,0.6205281095440733,0.8511425462459195,0.0555323949456147
151669,stagate,sampled,spatial,spatial,mclust,3636,5,5,0.47297789261745,0.6037769511239182,0.9114136413641364,0.0619604528715493
151670,stagate,sampled,spatial,spatial,mclust,3484,5,5,0.2490596866764711,0.4677740210716293,0.9100459242250288,0.0613152476483849
151671,stagate,sampled,spatial,spatial,mclust,4093,5,5,0.590381993819479,0.6745508926213961,0.9212802345467872,0.0580450158266492
151672,stagate,sampled,spatial,spatial,mclust,3888,5,5,0.4777893325006218,0.6189668164337648,0.931738683127572,0.0605167606067999
151673,stagate,sampled,spatial,spatial,mclust,3611,7,7,0.5854747503562584,0.7092228318715719,0.8593187482691775,0.0607733517286803
151674,stagate,sampled,spatial,spatial,mclust,3635,7,7,0.490342923588501,0.6471564554529079,0.8932049518569464,0.0608474711088063
151675,stagate,sampled,spatial,spatial,mclust,3566,7,7,0.454078389119757,0.5795669736116321,0.869209197980931,0.0616897631225727
151676,stagate,sampled,spatial,spatial,mclust,3431,7,7,0.5688673723865564,0.6693466301170092,0.879685222967065,0.0631291099138516
151507,stagate,whole,annotation,annotation,mclust,4221,7,7,0.5613852345301907,0.6984552952937514,0.8655058043117745,0.056764933507206
151508,stagate,whole,annotation,annotation,mclust,4381,7,7,0.5413578134934162,0.6684320843757301,0.8717644373430724,0.0563115845279356
151509,stagate,whole,annotation,annotation,mclust,4788,7,7,0.5147506421989337,0.6760356558094732,0.8808479532163743,0.0543894993178259
151510,stagate,whole,annotation,annotation,mclust,4595,7,7,0.492581631703155,0.631874651005344,0.8462894450489663,0.0561036694700362
151669,stagate,whole,annotation,annotation,mclust,3636,5,5,0.2917384059576255,0.5085995578539546,0.901870187018702,0.0616286353783032
151670,stagate,whole,annotation,annotation,mclust,3484,5,5,0.2608911051089433,0.4597097493139062,0.8873995407577497,0.0620360065434505
151671,stagate,whole,annotation,annotation,mclust,4093,5,5,0.5755930667776686,0.6817834203142338,0.9039824089909602,0.0581741872615712
151672,stagate,whole,annotation,annotation,mclust,3888,5,5,0.6131720017642366,0.7152016842244071,0.9142489711934156,0.0606308454206415
151673,stagate,whole,annotation,annotation,mclust,3611,7,7,0.5725813053839117,0.7132097965079977,0.8606757130988646,0.0608572797244225
151674,stagate,whole,annotation,annotation,mclust,3635,7,7,0.40711717780535,0.5462225810637976,0.8844841815680881,0.0618312023350339
151675,stagate,whole,annotation,annotation,mclust,3566,7,7,0.5728387294959988,0.6487595455563616,0.8325294447560292,0.0612706982734749
151676,stagate,whole,annotation,annotation,mclust,3431,7,7,0.384852460230994,0.5598918921968432,0.8604779947537161,0.0635633149678107
151507,stagate,whole,annotation,spatial,mclust,4221,7,7,0.5404581013692417,0.6904380555799084,0.873773987206823,0.0572229070807948
151508,stagate,whole,annotation,spatial,mclust,4381,7,7,0.475767164039872,0.6116874323229612,0.8928326866012326,0.0558721317339028
151509,stagate,whole,annotation,spatial,mclust,4788,7,7,0.5584720468982411,0.6819385673072835,0.8765664160401002,0.0542765440382096
151510,stagate,whole,annotation,spatial,mclust,4595,7,7,0.4621981979637063,0.6161748080707995,0.8530359085963003,0.0556432061768538
151669,stagate,whole,annotation,spatial,mclust,3636,5,5,0.2446596209179074,0.4788594149665937,0.903960396039604,0.0616815173287307
151670,stagate,whole,annotation,spatial,mclust,3484,5,5,0.4427510494663537,0.5531333124835384,0.8989092996555683,0.0616768153048913
151671,stagate,whole,annotation,spatial,mclust,4093,5,5,0.542733941270103,0.6557357053651122,0.9149523576838504,0.0579023938085011
151672,stagate,whole,annotation,spatial,mclust,3888,5,5,0.5759844668033368,0.6891265787518402,0.9065586419753088,0.059669244552538
151673,stagate,whole,annotation,spatial,mclust,3611,7,7,0.5735115454222978,0.6931152547200149,0.8517862088064249,0.0609665353072497
151674,stagate,whole,annotation,spatial,mclust,3635,7,7,0.3996675679847785,0.5400905172010263,0.8969463548830812,0.0607177520180674
151675,stagate,whole,annotation,spatial,mclust,3566,7,7,0.5748230332690705,0.6787963050368324,0.8832024677509815,0.0620396547877126
151676,stagate,whole,annotation,spatial,mclust,3431,7,7,0.3961155894603377,0.5756719954190642,0.857301078402798,0.0635669387901485
151507,stagate,whole,spatial,annotation,mclust,4221,7,7,0.5475912228721024,0.6974746258355208,0.8815446576640606,0.0567467074744645
151508,stagate,whole,spatial,annotation,mclust,4381,7,7,0.4804270879052134,0.6588580821720483,0.8913490070760101,0.0561912175329702
151509,stagate,whole,spatial,annotation,mclust,4788,7,7,0.5082997769205289,0.6741910100161663,0.879344193817878,0.0544688156428764
151510,stagate,whole,spatial,annotation,mclust,4595,7,7,0.4893204387806242,0.6358915581079815,0.8384548422198042,0.0559807141184853
151669,stagate,whole,spatial,annotation,mclust,3636,5,5,0.2461021734131975,0.4839519807874035,0.90497799779978,0.0616794626305837
151670,stagate,whole,spatial,annotation,mclust,3484,5,5,0.2660241726799223,0.4608511542193437,0.894374282433984,0.0620468324752484
151671,stagate,whole,spatial,annotation,mclust,4093,5,5,0.5629216778214379,0.6689521354866851,0.9107256291228928,0.0582127352792987
151672,stagate,whole,spatial,annotation,mclust,3888,5,5,0.592745118795655,0.6995818725568912,0.9038837448559672,0.059777123322571
151673,stagate,whole,spatial,annotation,mclust,3611,7,7,0.6209277314742068,0.7209630925200975,0.8499861534201052,0.0613193829946575
151674,stagate,whole,spatial,annotation,mclust,3635,7,7,0.4949248330657586,0.6504725741400008,0.8844016506189821,0.0609936155275136
151675,stagate,whole,spatial,annotation,mclust,3566,7,7,0.5652531100624607,0.6338877757365577,0.8233875490745933,0.0610447084064921
151676,stagate,whole,spatial,annotation,mclust,3431,7,7,0.4740675375191988,0.5970462110225111,0.8651996502477411,0.0639517693397062
151507,stagate,whole,spatial,spatial,mclust,4221,7,7,0.5329823463917065,0.6620330130559983,0.886756692726842,0.0566180238664086
151508,stagate,whole,spatial,spatial,mclust,4381,7,7,0.4799237109523623,0.6220926349640442,0.8952522255192878,0.0559782432091678
151509,stagate,whole,spatial,spatial,mclust,4788,7,7,0.514808183163439,0.6306728156333556,0.8777777777777778,0.0540449504311336
151510,stagate,whole,spatial,spatial,mclust,4595,7,7,0.5102628563644055,0.6370681877372492,0.8724700761697497,0.055503540194414
151669,stagate,whole,spatial,spatial,mclust,3636,5,5,0.4239689875133833,0.576073138432453,0.9136963696369635,0.0616599532132631
151670,stagate,whole,spatial,spatial,mclust,3484,5,5,0.2604905059329692,0.4570551407441929,0.8949483352468427,0.0615092051345753
151671,stagate,whole,spatial,spatial,mclust,4093,5,5,0.5509591968099564,0.6564974866526472,0.913193256779868,0.0581658072248992
151672,stagate,whole,spatial,spatial,mclust,3888,5,5,0.5777173826365429,0.6898567652040855,0.9020833333333332,0.0597893334348037
151673,stagate,whole,spatial,spatial,mclust,3611,7,7,0.5831092375169862,0.7022749781782246,0.8492938244253669,0.0609558029433919
151674,stagate,whole,spatial,spatial,mclust,3635,7,7,0.3881597474285182,0.4948597855310984,0.874910591471802,0.061439709256593
151675,stagate,whole,spatial,spatial,mclust,3566,7,7,0.465956916076738,0.6067458585937704,0.891138530566461,0.0613650762370267
151676,stagate,whole,spatial,spatial,mclust,3431,7,7,0.4156721201896315,0.5508029837646344,0.8612357913144856,0.0636837780602194
