method,cluster,n_cluster,n_cavity,cavity_fraction,cavity_recall,cavity_f1,cavity_iou
STAGATE full graph,6,9191,212,0.023066042868023065,0.020905236170002957,0.021932547072211876,0.011087866108786612
STAGATE full graph,7,5835,226,0.03873179091688089,0.022285770634059756,0.02829243865798698,0.01434920634920635
STAGATE full graph,8,3064,2980,0.9725848563968669,0.29385662163494725,0.4513441878076486,0.29144254278728604
STAGATE full graph,9,9065,355,0.03916161059018202,0.03500640962429741,0.03696761428720191,0.018831892207309957
GraphST sampled,0,3719,1974,0.5307878461952138,0.19465535943200868,0.28484848484848485,0.16607773851590105
GraphST sampled,1,11745,156,0.013282247765006385,0.015383098313775762,0.014255688568034358,0.007179015186378279
GraphST sampled,2,2883,2838,0.9843912591050988,0.27985405778522826,0.4358108108108108,0.2786177105831533
GraphST sampled,3,4846,82,0.01692117210070161,0.008085987575189824,0.010942817108160406,0.005501509560550151
GraphST sampled,4,14832,260,0.017529665587918016,0.02563849718962627,0.020822488287350338,0.010520778537611783
GraphST sampled,5,1031,9,0.008729388942774006,0.0008874864411793709,0.001611170784103115,0.0008062348830959419
GraphST sampled,6,2410,12,0.004979253112033195,0.0011833152549058279,0.001912198231216636,0.0009570141159582104
GraphST sampled,7,2937,1569,0.5342185903983657,0.15471846957893698,0.23994494571035327,0.1363280910591711
GraphST sampled,8,5318,1136,0.21361414065438133,0.1120205107977517,0.14696940293680055,0.07931299308804021
GraphST sampled,9,8748,2105,0.24062642889803385,0.2075732176313973,0.2228810418762243,0.12541706387035273
STAGATE sampled,0,2296,1414,0.6158536585365854,0.1394339808697367,0.22738602556886708,0.12827723850131542
STAGATE sampled,1,5074,112,0.02207331493890422,0.011044275712454393,0.014722313506408152,0.007415745216182216
STAGATE sampled,2,5075,214,0.04216748768472906,0.02110245537915393,0.028128286014721348,0.014264764698040262
STAGATE sampled,3,6428,0,0.0,0.0,0.0,0.0
STAGATE sampled,4,10582,1716,0.16216216216216217,0.16921408145153338,0.16561308690826618,0.09028252748987216
STAGATE sampled,5,8584,162,0.018872320596458526,0.015974755941228675,0.017303070761014686,0.008727037655551365
STAGATE sampled,6,8521,1106,0.1297969721863631,0.10906222266048714,0.11852963240810202,0.06299840510366826
STAGATE sampled,7,3337,2030,0.6083308360803117,0.20017749728823586,0.3012316367413563,0.1773235499650594
STAGATE sampled,8,3134,3043,0.9709636247606892,0.30006902672320285,0.4584557438794727,0.2974003127443315
STAGATE sampled,9,5438,344,0.0632585509378448,0.033921703973967064,0.04416201296617241,0.022579586478503447
