section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.008,major_brain_region,126309,121807,14,0.3618307118277043,0.5611398206550379,0.935655586296354,0.00492774781861013
C57BL6J-3.008,ccf_region_name,126309,123039,217,0.14971020987195308,0.6152095268966495,0.7063069433269126,0.005969225130400398
