section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.012,major_brain_region,93532,90173,14,0.3572594440939428,0.4968414559662634,0.8376642675745511,0.006718286559043396
C57BL6J-3.012,ccf_region_name,93532,91636,166,0.16714869396950763,0.5635854235599334,0.5107916102841678,0.01024269408539418
