section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.011,major_brain_region,105954,101395,14,0.40015750983972687,0.5456003842523356,0.9253572661373834,0.005623711020941223
C57BL6J-3.011,ccf_region_name,105954,104240,168,0.185595282100925,0.6150464016973367,0.6898138910207214,0.006669017453457256
