dataset,method,batch,NMI,ARI,CHAOS,PAS,ASW,iLISI
MOSTA E16.5,STEP,E16.5_E2S1,0.48466645593690394,0.3041435335257398,0.009668055970198026,0.8147112389576348,0.8330602645874023,0.037294745445251465
MOSTA E16.5,STEP,E16.5_E2S4,0.5682472422610342,0.34587577998620445,0.008504303616633424,0.7839593939516865,0.8330602645874023,0.037294745445251465
MOSTA E16.5,STEP,E16.5_E2S7,0.5447854297142807,0.2821087032725209,0.007384883111895381,0.8099586114819761,0.8330602645874023,0.037294745445251465
MOSTA E16.5,STEP,E16.5_E2S10,0.5663379803268525,0.3239085645280129,0.007830986991242066,0.7920433630111049,0.8330602645874023,0.037294745445251465
MOSTA E16.5,STEP,E16.5_E2S13,0.5338499870974247,0.2967640153547679,0.008385813966654887,0.7927176767282843,0.8330602645874023,0.037294745445251465
