section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.011,major_brain_region,105954,101395,14,0.39151161479424446,0.523158349795627,0.8853227476700034,0.005766073163986112
C57BL6J-3.011,ccf_region_name,105954,104240,168,0.15181581402259411,0.5625440101654708,0.5764984650805832,0.007894638464422373
