method,cluster,n_cluster,n_cavity,cavity_fraction,cavity_recall,cavity_f1,cavity_iou
NicheCompass,6,6664,3,0.0004501800720288115,0.00034067681126504656,0.00038784744667097606,0.00019396133704015
NicheCompass,7,3922,8,0.002039775624681285,0.0009084714967067908,0.001257071024512885,0.0006289308176100629
NicheCompass,8,6221,2,0.00032149172158816913,0.0002271178741766977,0.000266187529114261,0.0001331114808652246
NicheCompass,9,6217,1,0.00016084928422068523,0.00011355893708834885,0.00013312920189043466,6.656903208627346e-05
BANKSY (Harmony),0,7863,40,0.005087116876510238,0.0045423574835339545,0.004799328094066831,0.0024054362860063743
BANKSY (Harmony),1,9020,0,0.0,0.0,0.0,0.0
BANKSY (Harmony),10,4108,29,0.007059396299902629,0.0032932091755621166,0.004491249806411647,0.0022506790842064415
BANKSY (Harmony),11,7723,103,0.013336786222970349,0.011696570520099932,0.012462943916752374,0.00627054669426519
BANKSY (Harmony),12,4771,0,0.0,0.0,0.0,0.0
BANKSY (Harmony),13,6671,5059,0.7583570679058612,0.5744946627299569,0.6537442656845642,0.4856018429641006
BANKSY (Harmony),14,2160,0,0.0,0.0,0.0,0.0
BANKSY (Harmony),15,5784,2083,0.3601313969571231,0.23654326595503067,0.2855380397532557,0.16654673382905572
BANKSY (Harmony),2,10090,73,0.007234886025768088,0.008289802407449465,0.007726502963590177,0.003878234075333369
BANKSY (Harmony),3,9950,785,0.07889447236180905,0.08914376561435385,0.08370654723821709,0.043681486839908745
BANKSY (Harmony),4,4650,90,0.01935483870967742,0.010220304337951397,0.013376932223543402,0.006733502917851264
BANKSY (Harmony),5,7510,8,0.0010652463382157123,0.0009084714967067908,0.0009806325079676388,0.0004905567819475104
BANKSY (Harmony),6,5297,16,0.0030205776854823484,0.0018169429934135816,0.002269020775721477,0.0011357989635834458
BANKSY (Harmony),7,5041,491,0.09740130926403491,0.05575743811037929,0.07091788835126743,0.03676250374363582
BANKSY (Harmony),8,5116,29,0.005668491008600469,0.0032932091755621166,0.004166068093664703,0.002087382134888073
BANKSY (Harmony),9,2436,0,0.0,0.0,0.0,0.0
GraphST full graph,0,3927,3631,0.9246243952126305,0.4123325005677947,0.5703290662059216,0.3989233135574599
GraphST full graph,1,4271,1595,0.3734488410208382,0.18112650465591643,0.24393974153093217,0.13891308134471347
GraphST full graph,10,1981,7,0.0035335689045936395,0.000794912559618442,0.0012978585334198574,0.0006493506493506494
GraphST full graph,11,2724,316,0.11600587371512482,0.03588462411991824,0.054813529921942765,0.028179061886927054
GraphST full graph,12,10842,46,0.004242759638443091,0.005223711106064047,0.004682410423452769,0.002346699316396286
GraphST full graph,13,10785,53,0.004914232730644413,0.006018623665682489,0.0054106477464141685,0.0027126625038386733
GraphST full graph,14,1910,2,0.0010471204188481676,0.0002271178741766977,0.00037327360955580446,0.00018667164457718873
GraphST full graph,15,2681,5,0.001864975755315181,0.0005677946854417443,0.0008705493166187866,0.000435464204842362
GraphST full graph,2,4243,0,0.0,0.0,0.0,0.0
GraphST full graph,3,10970,844,0.07693710118505014,0.09584374290256643,0.08535598705501618,0.04458060426790619
GraphST full graph,4,13486,308,0.022838499184339316,0.034976152623211444,0.027633231652610803,0.01401018922852984
GraphST full graph,5,15443,9,0.0005827883183319304,0.0010220304337951397,0.0007422986514907832,0.0003712871287128713
GraphST full graph,6,2844,2,0.0007032348804500703,0.0002271178741766977,0.0003433476394849785,0.00017170329670329672
GraphST full graph,7,5189,40,0.007708614376565812,0.0045423574835339545,0.00571632725973562,0.002866356144750985
GraphST full graph,8,6162,1948,0.31613112625770856,0.22121280944810356,0.2602886157135222,0.14961597542242702
GraphST full graph,9,732,0,0.0,0.0,0.0,0.0
STAGATE full graph,0,8278,3819,0.4613433196424257,0.43368158074040425,0.4470849918051979,0.28790049001130796
STAGATE full graph,1,10083,46,0.0045621342854309235,0.005223711106064047,0.004870559584943619,0.0024412248580374676
STAGATE full graph,10,2571,7,0.0027226760015558148,0.000794912559618442,0.0012305528698250859,0.0006156552330694811
STAGATE full graph,11,2734,6,0.0021945866861741038,0.0006813536225300931,0.0010398613518197574,0.0005202011444425178
STAGATE full graph,12,4919,77,0.015653588127668226,0.008744038155802861,0.011220400728597452,0.005641852286049238
STAGATE full graph,13,2670,192,0.07191011235955057,0.02180331592096298,0.033461136284419664,0.017015242821694435
STAGATE full graph,14,3561,1280,0.35944959281100813,0.14535543947308655,0.20700250667097925,0.11545052764498963
STAGATE full graph,15,5242,52,0.009919877909194963,0.0059050647285941405,0.007403189066059225,0.003715347242069163
STAGATE full graph,2,8286,197,0.023775042239922762,0.022371110606404725,0.02305172010297215,0.011660254513169576
STAGATE full graph,3,5395,1,0.00018535681186283596,0.00011355893708834885,0.00014083515245405255,7.042253521126761e-05
STAGATE full graph,4,8901,56,0.00629142792944613,0.006359300476947536,0.006325182131360479,0.003172624780465696
STAGATE full graph,5,9436,33,0.003497244595167444,0.003747444923915512,0.0036180243394364655,0.0018122906255148552
STAGATE full graph,6,9141,836,0.0914560770156438,0.09493527140585964,0.09316320276369308,0.04885746011337736
STAGATE full graph,7,2312,2187,0.9459342560553633,0.24835339541221893,0.3934160820291419,0.24487739334900907
STAGATE full graph,8,10840,0,0.0,0.0,0.0,0.0
STAGATE full graph,9,3821,17,0.004449097095001309,0.0019305019305019305,0.0026926427496634193,0.0013481363996827914
GraphST sampled,0,3426,261,0.07618213660245184,0.02963888258005905,0.04267495094833224,0.021802689833764932
GraphST sampled,1,10529,86,0.008167917181118815,0.009766068589598002,0.008895784846133953,0.004467764559197881
GraphST sampled,10,2207,2,0.0009062075215224287,0.0002271178741766977,0.00036320711885952963,0.0001816365452729089
GraphST sampled,11,6936,76,0.010957324106113034,0.008630479218714513,0.009655698132384703,0.004851270266819864
GraphST sampled,12,4448,1,0.0002248201438848921,0.00011355893708834885,0.0001508978421608571,7.545461404964914e-05
GraphST sampled,13,4854,55,0.011330861145447055,0.006245741539859187,0.008052708638360176,0.00404263138552003
GraphST sampled,14,9331,531,0.0569070839138356,0.06029979559391324,0.05855433643932293,0.030160172668408498
GraphST sampled,15,2050,1,0.0004878048780487805,0.00011355893708834885,0.00018422991893883564,9.212344541685859e-05
GraphST sampled,2,7591,4885,0.6435252272427875,0.5547354076765841,0.5958407025675428,0.4243398193189715
GraphST sampled,3,13445,236,0.01755299367794719,0.02679990915285033,0.021212529773942744,0.010719963661140131
GraphST sampled,4,2433,1,0.0004110152075626798,0.00011355893708834885,0.0001779517750689563,8.898380494749955e-05
GraphST sampled,5,2715,302,0.11123388581952118,0.03429479900068135,0.05242600468709313,0.0269186201978786
GraphST sampled,6,11669,21,0.001799640071985603,0.0023847376788553257,0.0020512820512820513,0.001026694045174538
GraphST sampled,7,10875,1,9.195402298850575e-05,0.00011355893708834885,0.0001016208525989533,5.08130081300813e-05
GraphST sampled,8,4991,2347,0.4702464435984773,0.26652282534635474,0.3402188881640936,0.20497816593886464
GraphST sampled,9,690,0,0.0,0.0,0.0,0.0
STAGATE sampled,0,13452,224,0.016651798988997917,0.025437201907790145,0.02012759457273789,0.010166106925660343
STAGATE sampled,1,5156,3,0.0005818463925523662,0.00034067681126504656,0.0004297378599054576,0.0002149151085321298
STAGATE sampled,10,4228,19,0.004493850520340586,0.0021576198046786284,0.002915451895043732,0.00145985401459854
STAGATE sampled,11,3119,25,0.008015389547932029,0.0028389734272087214,0.0041928721174004195,0.0021008403361344537
STAGATE sampled,12,2722,13,0.004775900073475386,0.0014762661821485351,0.002255378209576683,0.0011289622231871472
STAGATE sampled,13,4161,1939,0.46599375150204275,0.22019077901430842,0.299066862034395,0.17582517228871963
STAGATE sampled,14,6509,708,0.1087724688892303,0.08039972745855099,0.09245837414299705,0.04846991168617786
STAGATE sampled,15,8736,74,0.00847069597069597,0.008403361344537815,0.008436894310796944,0.0042363178383329515
STAGATE sampled,2,6146,155,0.025219655060201757,0.017601635248694073,0.020733012306046014,0.010475096303304723
STAGATE sampled,3,5730,3,0.0005235602094240838,0.00034067681126504656,0.0004127682993946065,0.00020642675290717677
STAGATE sampled,4,5136,4518,0.8796728971962616,0.5130592777651601,0.6481136135418161,0.47941426146010185
STAGATE sampled,5,11352,0,0.0,0.0,0.0,0.0
STAGATE sampled,6,2776,279,0.1005043227665706,0.03168294344764933,0.04817820756346054,0.02468371228877289
STAGATE sampled,7,7236,782,0.10807075732448866,0.0888030888030888,0.09749407804513154,0.05124508519003932
STAGATE sampled,8,2744,13,0.0047376093294460644,0.0014762661821485351,0.002251082251082251,0.0011268093958568086
STAGATE sampled,9,8987,51,0.0056748636919995545,0.005791505791505791,0.005732591468555049,0.0028745350016909027
