sample,x,y,cluster
Benign04,2618.7,3445.9,3
Benign04,3395.7,1810.1,2
Benign04,5326.7,3859.1,3
Benign04,3069.2,3477.6,3
Benign04,1282.9,3793.7,2
Benign04,1443.3,4686.1,2
Benign04,4248.0,4992.4,2
Benign04,3974.9,3228.5,3
Benign04,2359.5,3333.9,2
Benign04,2649.3,3874.0,2
Benign04,1920.1,2530.3,3
Benign04,2937.2,872.14,3
Benign04,2192.3,1515.5,2
Benign04,2115.3,1075.0,3
Benign04,5174.9,3710.0,3
Benign04,2295.3,3858.1,3
Benign04,2766.2,3263.9,3
Benign04,3866.8,5379.4,3
Benign04,4207.6,1298.6,3
Benign04,2400.1,5223.1,3
Benign04,5400.0,2526.9,3
Benign04,3062.3,1792.3,3
Benign04,1746.3,5240.7,3
Benign04,2861.6,3375.6,3
Benign04,3676.5,4227.0,2
Benign04,2518.2,1904.2,3
Benign04,2438.6,2540.6,2
Benign04,5082.3,4233.3,3
Benign04,1488.3,4466.0,2
Benign04,1447.5,4635.5,2
Benign04,1632.7,1447.9,3
Benign04,2154.9,3570.9,2
Benign04,1766.8,5204.8,3
Benign04,2995.8,4643.0,2
Benign04,2969.8,2971.6,3
Benign04,5146.8,2834.1,3
Benign04,4386.8,4292.0,2
Benign04,4520.5,4045.6,3
Benign04,1595.3,2195.9,3
Benign04,5045.7,2214.5,3
Benign04,4108.3,4366.3,2
Benign04,3629.0,4567.0,3
Benign04,3550.9,4635.7,3
Benign04,832.86,2983.1,2
Benign04,4699.0,2418.0,3
Benign04,2032.3,3568.7,2
Benign04,3950.1,4069.5,2
Benign04,1822.8,1306.1,2
Benign04,1652.4,4670.7,2
Benign04,3884.3,2975.1,3
Benign04,1029.9,4357.3,2
Benign04,1827.3,3870.7,2
Benign04,3355.8,5275.3,2
Benign04,812.24,3666.8,2
Benign04,4326.8,4510.5,2
Benign04,2590.3,4031.0,3
Benign04,1349.4,3309.2,3
Benign04,3414.5,1389.2,3
Benign04,1891.8,5342.7,3
Benign04,3263.9,4671.4,3
Benign04,780.08,2708.0,2
Benign04,5048.8,2148.1,3
Benign04,1576.2,1457.8,2
Benign04,1281.5,3465.3,2
Benign04,1756.2,3018.4,3
Benign04,1431.8,4554.1,2
Benign04,1801.1,3559.8,3
Benign04,1829.6,4944.1,2
Benign04,959.21,2845.0,2
Benign04,3445.5,3255.3,3
Benign04,4986.1,2800.0,3
Benign04,3476.5,3241.1,3
Benign04,3202.9,4667.1,3
Benign04,2055.7,1146.5,2
Benign04,1864.9,2452.7,3
Benign04,4789.0,3929.5,3
Benign04,2938.2,4633.5,2
Benign04,4883.5,3496.4,2
Benign04,5203.2,1782.5,2
Benign04,4465.9,3137.3,3
Benign04,2595.9,1256.5,3
Benign04,2756.0,5667.6,2
Benign04,5096.7,1630.8,3
Benign04,2830.5,890.19,3
Benign04,2122.0,3975.9,3
Benign04,1640.5,2990.6,3
Benign04,4048.3,992.15,3
Benign04,1166.9,2825.9,3
Benign04,3730.5,4555.7,3
Benign04,4482.2,1404.9,2
Benign04,2900.4,2890.6,2
Benign04,1760.8,4352.5,2
Benign04,3652.6,917.57,3
Benign04,3132.7,2490.6,3
Benign04,5092.0,3836.1,3
Benign04,2625.6,4082.3,3
Benign04,5289.9,2163.3,3
Benign04,2564.3,3225.3,3
Benign04,1582.4,1474.6,3
Benign04,3281.3,5069.7,3
Benign04,2705.7,3552.2,3
Benign04,4353.3,2815.6,3
Benign04,2109.2,5142.9,2
Benign04,4608.2,1391.5,3
Benign04,3576.4,2923.9,3
Benign04,3327.6,4451.1,3
Benign04,3225.9,4581.8,3
Benign04,2489.4,2396.1,3
Benign04,3155.4,1914.0,3
Benign04,3739.9,1928.3,3
Benign04,1946.1,4960.4,3
Benign04,2790.2,4726.7,2
Benign04,4160.0,2777.8,3
Benign04,1819.2,3281.4,3
Benign04,2984.5,5071.6,3
Benign04,5342.8,2650.9,3
Benign04,3384.3,1818.1,2
Benign04,1863.7,1354.9,3
Benign04,934.79,2777.6,2
Benign04,4856.4,1978.9,3
Benign04,2470.3,925.37,3
Benign04,953.15,3109.3,3
Benign04,4255.7,3916.2,3
Benign04,4712.4,4898.5,2
Benign04,835.06,2830.3,3
Benign04,2428.1,1881.2,3
Benign04,5007.7,4114.4,3
Benign04,2475.9,4362.2,3
Benign04,2878.5,5175.9,3
Benign04,3484.6,1582.2,3
Benign04,1899.4,1506.5,3
Benign04,1455.4,4771.1,2
Benign04,4341.9,4587.7,2
Benign04,4109.1,2750.0,3
Benign04,1156.7,2739.2,3
Benign04,3652.0,5067.8,3
Benign04,3276.3,4813.7,3
Benign04,4767.7,1550.1,2
Benign04,4291.2,4666.6,3
Benign04,2592.3,934.11,3
Benign04,2955.4,2087.3,3
Benign04,4031.4,3716.3,2
Benign04,1973.1,2663.0,2
Benign04,3660.9,4736.2,3
Benign04,1981.4,2437.2,3
Benign04,4984.5,2517.8,2
Benign04,2613.0,2475.8,3
Benign04,1668.1,2340.0,3
Benign04,2850.9,3546.8,3
Benign04,2812.2,1221.1,3
Benign04,3657.8,2547.4,3
Benign04,2025.8,2093.9,3
Benign04,4419.5,2875.5,3
Benign04,4279.3,2344.8,3
Benign04,1685.9,3622.0,2
Benign04,3307.8,3188.3,2
Benign04,2738.8,2170.1,3
Benign04,4717.7,3317.1,3
Benign04,4109.7,3168.1,3
Benign04,3456.8,3556.1,2
Benign04,2157.0,3891.9,3
Benign04,4026.4,3797.1,3
Benign04,3593.1,5237.1,3
Benign04,4912.8,3588.9,2
Benign04,3342.5,2112.4,2
Benign04,3503.3,1169.2,3
Benign04,5377.5,3214.1,3
Benign04,2178.3,1314.3,3
Benign04,4354.7,3140.1,3
Benign04,4134.6,2298.7,3
Benign04,1617.0,1351.8,2
Benign04,2655.5,4069.6,3
Benign04,1958.0,3350.1,3
Benign04,1947.5,3929.9,3
Benign04,4576.7,2395.8,3
Benign04,4663.4,3417.5,3
Benign04,1127.0,1352.8,2
Benign04,4425.9,4949.0,2
Benign04,1558.3,4102.3,2
Benign04,3309.6,4195.0,2
Benign04,3401.4,5473.5,3
Benign04,2843.8,1142.5,3
Benign04,950.21,3493.8,2
Benign04,2080.7,3292.4,3
Benign04,2164.9,3742.2,3
Benign04,2905.1,3806.5,3
Benign04,4829.3,2769.4,3
Benign04,1646.5,1908.0,2
Benign04,5547.2,2914.7,2
Benign04,1703.6,2520.3,3
Benign04,2548.9,4790.4,2
Benign04,3696.9,3589.2,2
Benign04,3581.3,974.7,3
Benign04,3349.2,1518.3,3
Benign04,3810.5,3468.3,3
Benign04,1731.1,4313.0,2
Benign04,4049.1,3218.8,2
Benign04,3002.4,5230.3,3
Benign04,3872.0,2964.2,3
Benign04,4986.3,3867.1,2
Tumor08,3518.9,3463.0,1
Tumor08,3440.6,4078.8,1
Tumor08,3327.5,2844.2,3
Tumor08,3661.5,2796.2,1
Tumor08,1921.2,4247.9,1
Tumor08,3662.4,2824.6,1
Tumor08,3330.5,3959.5,1
Tumor08,5184.9,3349.4,1
Tumor08,4598.1,3364.3,1
Tumor08,2320.7,2453.5,1
Tumor08,1848.1,4140.6,1
Tumor08,3406.2,4065.7,1
Tumor08,3632.9,3410.1,1
Tumor08,3890.7,2744.9,2
Tumor08,3656.3,4103.2,1
Tumor08,3272.3,2689.4,1
Tumor08,3647.1,3450.3,1
Tumor08,4465.2,2884.7,1
Tumor08,1220.4,3614.3,1
Tumor08,2822.8,4279.1,1
Tumor08,2679.2,4291.2,1
Tumor08,4079.6,2859.1,1
Tumor08,3241.7,2395.7,1
Tumor08,3739.1,3911.9,3
Tumor08,3206.5,3024.8,3
Tumor08,4195.8,3696.0,1
Tumor08,5138.6,3752.9,1
Tumor08,1248.7,4189.7,1
Tumor08,3104.8,2806.3,1
Tumor08,3165.0,3622.1,1
Tumor08,1796.9,4308.4,1
Tumor08,2595.6,1985.6,3
Tumor08,2337.0,3136.1,1
Tumor08,5335.7,3497.9,1
Tumor08,5024.3,3364.9,1
Tumor08,5421.6,3608.8,3
Tumor08,4255.3,2863.9,1
Tumor08,2701.1,4329.5,1
Tumor08,4359.4,3402.2,1
Tumor08,3588.9,4083.9,2
Tumor08,4329.6,3624.8,1
Tumor08,2385.7,3471.9,1
Tumor08,1417.9,3789.2,1
Tumor08,3683.8,3690.4,1
Tumor08,2180.4,4291.5,1
Tumor08,3006.8,4074.1,1
Tumor08,4850.0,3001.2,4
Tumor08,3091.8,3504.1,1
Tumor08,3680.5,2256.1,1
Tumor08,3169.1,2813.9,1
Tumor08,2095.1,4135.5,1
Tumor08,4718.0,3611.9,1
Tumor08,4252.9,3633.7,1
Tumor08,4000.0,3205.7,1
Tumor08,2459.1,4253.3,1
Tumor08,3048.0,2966.6,1
Tumor08,2914.3,3412.3,1
Tumor08,2095.6,4256.9,2
Tumor08,2641.4,3223.9,1
Tumor08,3411.5,4034.4,1
Tumor08,2802.8,4182.5,1
Tumor08,4871.8,3534.5,1
Tumor08,3192.3,3337.6,1
Tumor08,872.48,3497.5,1
Tumor08,4717.0,3490.4,1
Tumor08,5337.2,3861.3,2
Tumor08,2724.1,4160.8,1
Tumor08,4094.5,3871.0,1
Tumor08,1936.6,4222.0,1
Tumor08,4017.7,3393.6,1
Tumor08,4662.5,3757.8,1
Tumor08,4216.0,3275.4,1
Tumor08,4440.7,3374.8,1
Tumor08,1683.5,3072.3,1
Tumor08,2714.3,4113.9,1
Tumor08,2539.4,4395.9,1
Tumor08,5412.4,3332.9,1
Tumor08,3342.7,3272.4,1
Tumor08,4208.9,3319.1,2
Tumor08,4682.0,3537.2,1
Tumor08,2131.8,4187.9,1
Tumor08,4683.4,2777.4,1
Tumor08,3452.0,2275.6,1
Tumor08,5550.8,3878.9,1
Tumor08,5090.9,3389.4,1
Tumor08,2587.6,4123.5,1
Tumor08,4065.3,3442.5,1
Tumor08,1977.3,4170.5,1
Tumor08,1972.9,4195.5,1
Tumor08,5298.4,3570.5,1
Tumor08,3817.4,2872.2,1
Tumor08,5279.3,3187.7,2
Tumor08,3265.0,2338.7,1
Tumor08,4372.7,2509.3,1
Tumor08,3989.6,4012.8,1
Tumor08,4154.2,2832.1,1
Tumor08,3640.7,2890.5,1
Tumor08,4515.6,3700.0,1
Tumor08,2564.0,2417.7,1
Tumor08,3717.1,3862.2,1
Tumor08,4408.3,3271.9,1
Tumor08,3914.8,3532.4,3
Tumor08,3755.5,2497.4,1
Tumor08,4115.5,3662.5,1
Tumor08,3433.2,4062.4,1
Tumor08,4905.4,2717.3,1
Tumor08,2540.4,3370.8,1
Tumor08,3730.7,3129.7,1
Tumor08,4752.6,2668.5,2
Tumor08,2177.7,4312.1,1
Tumor08,2496.6,3428.2,1
Tumor08,3347.1,3990.4,1
Tumor08,4444.6,3639.1,1
Tumor08,3237.2,3092.9,1
Tumor08,4863.5,2996.3,4
Tumor08,3889.9,3680.1,1
Tumor08,5353.2,2993.5,1
Tumor08,3761.5,2823.4,1
Tumor08,2534.4,3481.1,2
Tumor08,3613.6,4104.0,4
Tumor08,4282.1,3222.8,1
Tumor08,1067.7,4250.3,1
Tumor08,910.27,4054.5,1
Tumor08,2062.5,2307.1,1
Tumor08,4562.0,3534.7,1
Tumor08,2431.3,2893.8,1
Tumor08,4005.2,2567.2,1
Tumor08,5058.4,3388.3,1
Tumor08,2194.6,3128.3,1
Tumor08,3766.5,3986.3,1
Tumor08,4018.0,3633.9,1
Tumor08,4260.1,3821.6,1
Tumor08,4407.8,3288.1,1
Tumor08,1714.7,2623.5,3
Tumor08,4309.2,3364.7,1
Tumor08,4020.8,3424.9,1
Tumor08,4346.5,3520.0,2
Tumor08,2235.9,4131.0,1
Tumor08,2171.8,3378.8,1
Tumor08,1755.5,4192.5,1
Tumor08,3904.8,3183.1,3
Tumor08,5214.3,2878.3,1
Tumor08,3648.3,2387.4,3
Tumor08,3954.4,2248.1,1
Tumor08,3844.4,2415.5,1
Tumor08,3985.5,3519.2,1
Tumor08,3816.0,2668.1,1
Tumor08,3735.5,2424.4,1
Tumor08,4537.3,2875.5,3
Tumor08,4049.1,3266.5,1
Tumor08,907.18,3783.9,2
Tumor08,5351.3,3011.1,3
Tumor08,3607.3,2390.0,1
Tumor08,3337.9,3485.5,3
Tumor08,3119.2,3512.0,1
Tumor08,5468.2,3157.9,1
Tumor08,4113.8,2488.4,1
Tumor08,4450.6,3772.7,1
Tumor08,4564.6,2508.3,1
Tumor08,3328.2,3811.3,1
Tumor08,4832.2,2700.8,1
Tumor08,3504.0,4013.9,1
Tumor08,4390.8,3621.7,1
Tumor08,3173.8,3894.6,1
Tumor08,4231.7,3235.3,1
Tumor08,2699.2,4293.4,1
Tumor08,3126.8,3247.3,1
Tumor08,5175.2,3531.4,1
Tumor08,5530.9,3376.7,1
Tumor08,1535.1,4259.7,1
Tumor08,3185.2,3300.9,3
Tumor08,4715.1,3707.4,1
Tumor08,3660.0,2232.9,1
Tumor08,4453.4,3261.0,1
Tumor08,3461.8,3505.7,1
Tumor08,5548.1,3369.4,1
Tumor08,2345.2,4260.8,1
Tumor08,1591.4,3360.0,2
Tumor08,1502.9,4258.7,1
Tumor08,5115.1,3241.6,3
Tumor08,2528.1,2328.7,1
Tumor08,4184.6,3386.4,3
Tumor08,3601.0,3388.7,1
Tumor08,4302.2,3541.5,1
Tumor08,1658.6,4316.6,1
Tumor08,2354.8,4363.8,1
Tumor08,2645.2,1992.5,1
Tumor08,2560.0,3386.4,1
Tumor08,3265.8,3418.3,1
Tumor08,2252.1,4128.3,1
Tumor08,3812.1,3158.9,1
Tumor08,2776.4,4131.1,1
Tumor08,3702.3,3709.8,1
Tumor08,4668.9,2900.9,1
Tumor08,4715.5,3018.2,1
Tumor08,3610.5,3261.3,1
Tumor08,3172.5,3329.6,1
Tumor08,5019.4,2989.6,4
Tumor08,1531.7,3620.8,1
Tumor08,4164.7,3520.7,1
Tumor08,2537.6,2601.0,1
Tumor08,5213.5,3308.3,1
Tumor08,2915.7,2696.8,1
Tumor08,3297.6,2718.3,1
Tumor08,5083.1,3459.1,1
Tumor08,3382.2,3137.0,3
Tumor08,4465.5,3485.0,1
Tumor08,4716.5,2577.1,1
Tumor08,5255.7,3431.6,3
Tumor08,5552.5,3780.4,1
Tumor08,2648.1,4140.9,1
Tumor08,1286.7,3387.9,1
Tumor08,3795.7,2267.2,1
Tumor08,5114.0,3441.7,1
Tumor08,4773.9,3022.9,4
Tumor08,4703.5,2785.0,1
Tumor08,3991.1,3071.1,1
Tumor08,2286.6,4169.4,1
Tumor08,4214.3,3302.5,2
Tumor08,3825.5,2254.8,1
Tumor08,5327.3,3002.6,1
Tumor08,4977.1,2926.6,4
Tumor08,4713.4,3872.4,3
Tumor08,3723.7,2630.4,1
Tumor08,925.97,3326.0,1
Tumor08,4643.9,3684.6,1
Tumor08,5052.6,3431.6,2
Tumor08,3401.6,2795.3,1
Tumor08,4216.7,3633.4,3
Tumor08,5142.0,2811.1,2
Tumor08,2508.1,4326.9,1
Tumor08,4132.4,2502.4,1
Tumor08,4903.7,3567.8,1
Tumor08,1000.4,3427.6,1
Tumor08,1770.2,4181.4,1
Tumor08,2667.5,4083.8,1
Tumor08,5411.2,3347.7,1
Tumor08,1908.4,4200.2,1
Tumor08,2168.3,3343.0,1
Tumor08,4027.5,2890.1,1
Tumor08,3777.0,4070.0,1
Tumor08,3992.0,2309.7,1
Tumor08,2316.3,4237.4,1
Tumor08,4928.7,3239.9,1
Tumor08,4429.1,3306.8,1
Tumor08,4326.8,3283.5,1
Tumor08,3679.4,3823.1,2
Tumor08,3582.8,3379.4,1
Tumor08,3042.3,4101.1,1
Tumor08,1486.1,3627.9,1
Tumor08,4200.4,3940.1,1
Tumor08,3781.6,2303.8,3
Tumor08,3293.3,2365.1,1
Tumor08,4655.8,3449.9,1
Tumor08,2021.6,4235.9,2
Tumor08,1637.5,2422.7,1
Tumor08,4509.2,2450.9,1
Tumor08,2021.0,2546.1,1
Tumor08,2483.4,2551.9,1
Tumor08,1360.3,3003.4,1
Tumor08,4680.1,3628.6,1
Tumor08,5044.4,3858.4,1
Tumor08,1528.7,3209.6,1
Tumor08,4127.4,2691.0,1
Tumor08,2654.7,4285.6,1
Tumor08,3521.7,2866.9,1
Tumor08,3552.1,3910.4,1
Tumor08,2507.4,2451.9,1
Tumor08,3879.1,3562.2,3
Tumor08,2442.9,2148.9,1
Tumor08,4011.3,3282.2,1
Tumor08,4855.5,3675.8,1
Tumor08,1600.8,3599.8,1
Tumor08,2412.0,2696.5,1
Tumor08,4033.1,3649.5,1
Tumor08,4961.7,3568.8,1
Tumor08,3242.4,4213.6,1
Tumor08,3360.1,2285.7,1
Tumor08,3290.9,3951.5,1
Tumor08,3471.7,2587.9,1
Tumor08,4967.4,3638.1,1
Tumor08,3503.3,3352.3,1
Tumor08,4160.3,2777.5,1
Tumor08,5234.9,2931.6,1
Tumor08,4225.9,2581.7,1
Tumor08,5382.7,3665.0,1
Tumor08,2754.2,2512.8,1
Tumor08,3786.2,3311.2,1
Tumor08,3345.7,3041.6,4
Tumor08,2578.6,1984.6,3
Tumor08,2065.1,4203.2,1
Tumor08,4380.6,3537.4,1
Tumor08,1605.0,4397.8,2
Tumor08,2260.0,4257.4,1
Tumor08,2229.9,4001.6,1
Tumor08,1494.7,4290.6,3
Tumor08,2355.4,1998.8,1
Tumor08,3901.5,3616.5,1
Tumor08,1191.9,4136.2,1
Tumor08,3804.6,2546.3,1
Tumor08,5049.2,2975.7,4
Tumor08,4351.6,3754.8,1
Tumor08,4988.6,3010.6,3
Tumor08,3770.1,3619.4,1
Tumor08,4622.8,3643.2,1
Tumor08,4048.6,3349.5,1
Tumor08,2219.0,3458.3,1
Tumor08,3214.2,3777.4,1
Tumor08,2961.7,3122.1,1
Tumor08,3720.6,4022.1,1
Tumor08,3611.0,2937.8,1
Tumor08,2346.1,4224.7,1
Tumor08,3969.7,2290.4,1
Tumor08,3448.4,3927.5,1
Tumor08,3226.0,2903.6,1
Tumor08,3254.2,2322.1,1
Tumor08,1335.3,4170.7,1
Tumor08,3962.8,2425.2,1
Tumor08,1307.5,3813.2,2
Tumor08,2087.1,2841.5,1
Tumor08,5020.1,3750.1,1
Tumor08,3544.1,2308.2,1
Tumor08,2245.6,2155.9,1
Tumor08,2674.4,4157.0,1
Tumor08,3159.1,3757.0,1
Tumor08,4759.3,3617.8,1
Tumor08,1405.7,2676.9,1
Tumor08,3380.6,2213.0,1
Tumor08,2822.0,3151.2,3
Tumor08,3696.2,3146.5,3
Tumor08,4739.0,3616.6,1
Tumor08,4920.8,2959.7,4
Tumor08,2182.3,3340.6,1
Tumor08,4165.3,2732.4,1
Tumor08,1379.0,4186.2,1
Tumor08,3755.0,2446.9,1
Tumor08,4783.8,3601.3,1
Tumor08,4388.8,3399.1,1
Tumor08,3838.0,2665.1,3
Tumor08,3486.4,3363.4,1
Tumor08,4075.0,3368.9,1
Tumor08,3753.9,2591.7,1
Tumor08,1993.8,3322.0,1
Tumor08,3296.0,2448.4,1
Tumor08,4485.0,2992.7,1
Tumor08,2470.2,3523.0,1
Tumor08,5110.7,3894.8,1
Tumor08,3334.0,2063.4,1
Tumor08,3692.6,3446.4,3
Tumor08,3755.9,3349.5,1
Tumor08,1442.9,2320.4,1
Tumor08,837.14,3897.6,1
Tumor08,4976.7,3751.1,1
Tumor08,4233.9,3404.7,1
Tumor08,4113.3,2597.3,1
Tumor08,4828.9,2763.1,1
Tumor08,3674.5,3542.0,1
Tumor08,4249.8,3312.9,2
Tumor08,5436.2,3440.7,2
Tumor08,1554.9,2834.4,1
Tumor08,2162.0,4305.5,1
Tumor08,4763.9,3456.7,1
Tumor08,4854.2,2940.0,4
Tumor08,2975.1,3214.8,1
Tumor08,5135.1,3411.5,1
Tumor08,4613.3,3891.4,3
Tumor08,4901.9,3040.0,2
Tumor08,4005.8,2737.3,1
Tumor08,4135.5,3396.5,1
Tumor08,3834.3,3145.8,1
Tumor08,1483.3,2861.5,1
Tumor08,2302.1,4172.4,1
Tumor08,4744.6,3770.9,1
Tumor08,1863.0,4060.6,1
Tumor08,2515.9,4350.8,1
Tumor08,2678.0,4172.2,1
Tumor08,3342.8,3843.5,1
Tumor08,3506.0,2204.4,1
Tumor08,2172.7,1893.2,1
Tumor08,3000.8,4205.4,1
Tumor08,3340.8,3154.8,3
Tumor08,3756.8,2372.4,3
Tumor08,4065.8,3216.6,1
Tumor08,3818.9,3175.1,1
Tumor08,2064.6,3169.5,3
Tumor08,4892.4,3699.7,1
Tumor08,3456.0,3202.9,1
Tumor08,4944.5,3028.4,2
Tumor08,4163.9,2292.8,1
Tumor08,3984.1,2286.3,1
Tumor08,5524.1,3699.7,1
Tumor08,3564.4,2183.0,1
Tumor08,3781.3,3095.0,1
Tumor08,4145.8,3555.6,1
Tumor08,2362.3,4305.4,1
Tumor08,2239.8,4229.3,1
Tumor08,5350.7,3668.3,1
Tumor08,4300.1,2507.1,1
Tumor08,3297.0,2485.6,1
Tumor08,4954.4,3909.8,1
Tumor08,2378.3,4202.4,1
Tumor08,5192.9,3305.0,1
Tumor08,4255.2,3514.8,1
Tumor08,1708.3,4197.5,1
Tumor08,3264.7,2446.9,1
Tumor08,3637.6,3497.5,1
Tumor08,3650.0,2283.7,1
Tumor08,3905.6,3631.7,1
Tumor08,2090.6,4242.3,1
Tumor08,3851.8,3088.8,1
Tumor08,4604.6,3664.2,3
Tumor08,2337.1,4147.9,1
Tumor08,3025.4,3898.4,1
Tumor08,3717.5,3750.7,2
Tumor08,1253.3,3690.9,1
Tumor08,4310.6,3650.2,1
Tumor08,3428.4,1977.2,1
Tumor08,3510.0,2799.4,1
Tumor08,4574.0,3423.2,1
Tumor08,4458.2,3848.4,3
Tumor08,2308.3,2637.1,1
Tumor08,2496.0,3180.8,1
Tumor08,5383.7,3681.8,1
Tumor08,2560.8,3146.9,1
Tumor08,4125.1,2636.9,1
Tumor08,5086.8,3365.3,1
Tumor08,3699.0,2059.8,1
Tumor08,3589.6,2387.2,1
Tumor08,4760.5,3889.6,1
Tumor08,3733.9,3483.4,1
Tumor08,2166.5,1906.3,2
Tumor08,3050.0,3574.1,1
Tumor08,4230.7,3314.8,2
Tumor08,5164.8,3921.9,1
Tumor08,2729.0,3080.9,1
Tumor08,3532.5,2683.6,1
Tumor08,1268.7,3766.6,1
Tumor08,4132.7,2756.5,1
Tumor08,3540.4,3417.0,1
Tumor08,1528.2,3689.0,1
Tumor08,3546.0,2818.6,1
Tumor08,2828.7,3692.7,1
Tumor08,2507.1,4396.7,1
Tumor08,3497.2,2927.4,1
Tumor08,3394.5,3941.0,1
Tumor08,2810.7,2379.8,1
Tumor08,1108.3,3430.8,1
Tumor08,1861.3,3242.4,1
Tumor08,3530.8,3593.7,1
Tumor08,3921.9,2757.1,3
Tumor08,3510.0,3425.8,1
Tumor08,3581.0,2871.1,1
Tumor08,4043.5,3184.3,1
Tumor08,4693.6,2680.3,1
Tumor08,1987.6,3273.1,1
Tumor08,5320.6,3210.4,2
Tumor08,3340.0,3779.7,1
Tumor08,4696.7,3541.4,3
Tumor08,3322.3,3941.1,1
Tumor08,3986.0,3637.9,1
Tumor08,4982.5,3848.1,3
Tumor08,2125.9,4263.6,1
Tumor08,4774.1,3628.8,1
Tumor08,3173.4,3745.7,1
Tumor08,4539.3,2164.4,2
Tumor08,4934.1,3731.3,1
Tumor08,3196.7,2424.8,1
Tumor08,2741.7,2640.9,1
Tumor08,4332.6,3508.2,3
Tumor08,5232.1,3536.4,3
Tumor08,4210.4,2686.7,1
Tumor08,3222.3,2685.2,1
Tumor08,4906.7,2764.9,1
Tumor08,3407.9,4005.7,1
Tumor08,2774.5,2670.9,1
Tumor08,1218.7,3769.2,1
Tumor08,3544.9,3697.3,1
Tumor08,4022.9,3894.6,1
Tumor08,3702.4,3198.0,1
Tumor08,3139.3,3155.8,1
Tumor08,3252.7,3042.5,1
Tumor08,3145.2,4119.0,1
Tumor08,2443.3,2711.9,1
Tumor08,2328.5,2211.9,1
Tumor08,3992.3,4030.0,1
Tumor08,3747.7,4066.2,1
Tumor08,2585.4,2411.6,1
Tumor08,3468.9,2548.3,1
Tumor08,4198.8,3629.2,1
Tumor08,1220.9,3787.5,1
Tumor08,3768.3,4121.2,1
Tumor08,3632.0,3584.3,1
Tumor08,4867.3,3089.7,2
Tumor08,5225.5,3197.5,1
Tumor08,1995.6,3210.6,1
Tumor08,2556.2,3370.2,1
Tumor08,1147.3,3415.6,1
Tumor08,4067.8,3495.4,1
Tumor08,3572.9,3279.7,1
Tumor08,2069.8,2294.4,1
Tumor08,3720.5,2850.5,1
Tumor08,2443.8,2582.7,1
Tumor08,4064.8,2867.9,1
Tumor08,4073.2,3467.5,1
Tumor08,4118.7,2737.2,1
Tumor08,2456.4,3448.8,1
Tumor08,2721.6,4253.2,1
Tumor08,3394.1,2778.8,1
Tumor08,3929.0,4074.2,1
Tumor08,3218.2,3980.9,1
Tumor08,3451.3,2553.8,1
Tumor08,4213.9,3400.4,1
Tumor08,4188.9,3894.4,1
Tumor08,4563.5,2955.6,1
Tumor08,4645.4,3903.7,1
Tumor08,4953.8,2706.4,1
Tumor08,4349.8,2406.3,1
Tumor08,4521.4,3666.7,1
Tumor08,3337.4,3593.1,1
Tumor08,3835.4,3985.8,1
Tumor08,2580.8,3364.3,1
Tumor08,4293.9,3552.3,1
Tumor08,1044.3,3312.3,1
Tumor08,2623.7,2376.9,1
Tumor08,5276.5,3401.7,1
Tumor08,2036.0,2443.4,1
Tumor08,3753.9,3974.0,1
Tumor08,4178.8,2603.2,1
Tumor08,2594.8,3353.6,1
Tumor08,5127.8,3429.5,3
Tumor08,3789.7,3291.1,1
Tumor08,4992.8,2937.1,4
Tumor08,4903.6,3688.0,1
Tumor08,5358.5,3172.0,2
Tumor08,3254.5,2293.9,1
Tumor08,2964.1,2459.8,1
Tumor08,3645.5,2919.6,1
Tumor08,3698.3,3933.5,3
Tumor08,4190.2,2328.7,1
Tumor08,4374.5,3812.0,1
Tumor08,3687.2,3554.8,1
Tumor08,3070.3,4220.5,1
Tumor08,3294.0,2632.2,1
Tumor08,2072.7,2820.4,1
Tumor08,1715.7,2513.1,2
Tumor08,4334.6,3441.2,2
Tumor08,1065.9,4336.4,1
Tumor08,4469.1,2308.8,3
Tumor08,2942.4,3143.1,1
Tumor08,3211.7,2672.7,1
Tumor08,1675.2,4327.8,1
Tumor08,3357.0,3185.4,1
Tumor08,3567.8,2837.9,1
Tumor08,2791.5,4288.0,1
Tumor08,3354.9,2747.5,1
Tumor08,4820.2,2682.5,1
Tumor08,1755.2,4161.3,1
Tumor08,4697.8,3606.1,1
Tumor08,4063.0,3121.7,1
Tumor08,2256.6,3962.9,1
Tumor08,4018.8,3256.6,1
Tumor08,1835.4,2730.5,1
Tumor08,2698.5,2366.2,1
Tumor08,1868.1,2730.5,1
Tumor08,5165.9,3290.7,1
Tumor08,4766.5,3851.4,3
Tumor08,4683.2,2594.6,1
Tumor08,3909.5,2898.9,1
Tumor08,3760.9,2661.6,3
Tumor08,2572.1,4190.8,2
Tumor08,3813.2,3484.9,1
Tumor08,3760.4,2387.0,1
Tumor08,3474.5,2296.1,1
Tumor08,2494.4,4290.5,1
Tumor08,4497.4,3904.3,1
Tumor08,4141.5,3482.7,1
Tumor08,3786.6,3685.0,3
Tumor08,3320.4,3271.0,1
Tumor08,3667.4,3605.7,3
Tumor08,3903.7,3226.8,3
Tumor08,3228.7,3750.5,1
Tumor08,4718.9,2639.0,1
Tumor08,1276.0,3828.2,1
Tumor08,5389.4,3465.5,2
Tumor08,4194.4,2764.0,1
Tumor08,5036.5,3647.4,1
Tumor08,3689.4,4046.8,1
Tumor08,4514.3,2206.0,1
Tumor08,3721.2,3115.8,1
