section,method,training_mode,train_graph,infer_graph,variant,n_eval_spots,n_reference_domains,n_predicted_domains,ari,nmi,pas,chaos
151670,graphst,whole,spatial,spatial,mclust,3484,5,5,0.40849861297175677,0.46996994256486696,0.8508036739380023,0.062107254741779784
151670,graphst,whole,spatial,spatial,mclust_refined,3484,5,5,0.45203403617125354,0.5481594100176362,0.9416188289322618,0.0603012811317403
