section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.012,major_brain_region,93532,90173,14,0.3644362906389067,0.5012549116057438,0.84229869251328,0.006725542135255258
C57BL6J-3.012,ccf_region_name,93532,91636,166,0.1718232286103865,0.5505131941693071,0.4885405299227378,0.010319346942078228
