section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.012,major_brain_region,93532,90173,14,0.42213155222885074,0.5370697257917794,0.9323855256007896,0.0060866649110038135
C57BL6J-3.012,ccf_region_name,93532,91636,166,0.1991130701465697,0.629989035841716,0.6998243048583526,0.007195939496707233
