section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.012,major_brain_region,93532,90173,14,0.42074603777156117,0.5287644641512514,0.9280582879575926,0.006107815638418509
C57BL6J-3.012,ccf_region_name,93532,91636,166,0.19553880645623842,0.6260579375586787,0.7094569819721507,0.007157949524506732
