cavity_sigma,repeat,method,ARI,NMI,cavity_precision,cavity_recall,cavity_f1,cavity_iou,cavity_lcc_fraction
0.5,1,No graph,0.44926465394561266,0.7220517997581576,0.9993582430119795,0.3028436838238472,0.4648270372458625,0.30278479918767687,0.014475185396463206
0.5,1,1-hop Gaussian,0.6914366194017055,0.7813832894444325,0.9986162101101383,0.7640995721509141,0.8657575164038782,0.7632913851533663,0.4884213499011579
0.5,1,2-hop Gaussian,0.7005452900488314,0.7602085858773507,0.9938999258099085,0.7816024893037729,0.8750589686830932,0.7778709677419355,0.4767400324238178
0.5,1,4-hop Gaussian,0.6348688849648111,0.7311361413782794,0.9951209034000246,0.7007433337655041,0.8223822686582304,0.6983439929366669,0.442095249785197
0.5,1,8-hop Gaussian,0.5368674356859467,0.6739137205453368,0.9969161557159961,0.5937594537361165,0.7442477756260072,0.5926708797963893,0.47639952109712297
0.5,2,No graph,0.5063093956454918,0.7420219810366988,0.989247311827957,0.36181338865119494,0.529839883551674,0.3603960396039604,0.011875221552640907
0.5,2,1-hop Gaussian,0.6965237064980353,0.7851345278014776,0.9979250785105428,0.7690479277410432,0.8686632008005661,0.7678201587849499,0.4859522207267833
0.5,2,2-hop Gaussian,0.5398814905747863,0.7556103156433249,0.9999536199619684,0.46588011582177274,0.6356225769837409,0.4658700490503252,0.24650990213811974
0.5,2,4-hop Gaussian,0.6452821770308527,0.7390264935674858,0.9945630471509753,0.6996412982410649,0.8214326487638425,0.6969755677537401,0.5009983105513746
0.5,2,8-hop Gaussian,0.510130726424296,0.672449710654402,0.9972771897530296,0.5619300747655473,0.7188268789562429,0.5610692787330902,0.4869228409265225
0.5,3,No graph,0.5129114805690292,0.7490171814469542,0.9913967010798623,0.3610570897618739,0.5293353608312742,0.35992934536759796,0.024504568648392074
0.5,3,1-hop Gaussian,0.6114110340574617,0.775220550515641,0.9998578788417125,0.6080859155538269,0.7562447092968572,0.6080333607017847,0.23425119914727305
0.5,3,2-hop Gaussian,0.6964211625567539,0.7707582515711936,0.9963900985560394,0.7515017935087946,0.8567909142420733,0.7494612533402293,0.5152131560852624
0.5,3,4-hop Gaussian,0.638056737566246,0.7209564796698114,0.9935377746445776,0.730887246639872,0.8422101043300715,0.727429136737064,0.5247326988602984
0.5,3,8-hop Gaussian,0.5714553277569543,0.6908706314376821,0.995263034993495,0.6446907817969662,0.7825060651760539,0.6427186557518311,0.48563898989225074
0.5,4,No graph,0.4569098758988146,0.7204717916912089,0.9908514271773603,0.351052335883141,0.5184286945144717,0.3499181528388042,0.022017565259819467
0.5,4,1-hop Gaussian,0.5356464105662301,0.7713522889077306,0.9988413185794566,0.372552832879554,0.5426903161837611,0.372391895978228,0.09362145877990846
0.5,4,2-hop Gaussian,0.6439302521840592,0.7674110621091076,0.9988356724778148,0.6858766584554216,0.813287895869632,0.6853287271942136,0.5020769085530871
0.5,4,4-hop Gaussian,0.6101362789788689,0.7311369212240804,0.996378334680679,0.6658239336185661,0.7982332292786549,0.6642164259538693,0.5031851253031527
0.5,4,8-hop Gaussian,0.5356747589301325,0.6793849779153,0.9963668391500605,0.5866718527161935,0.7385042229385124,0.5854194967332945,0.5231384637968366
0.5,5,No graph,0.6222662171156235,0.7499427353714615,0.9919688588404015,0.5231211374735295,0.6850020514126451,0.5209149201704179,0.13439868879328007
0.5,5,1-hop Gaussian,0.6383894040309486,0.7949766520693191,0.9998655688119644,0.6428756644625956,0.7825812476161665,0.6428201028477594,0.2657368509494203
0.5,5,2-hop Gaussian,0.6560964537575483,0.7639023114791474,0.9983127956373716,0.7159989627900947,0.8339100781436787,0.715133595200069,0.5278238076587026
0.5,5,4-hop Gaussian,0.6153003350730781,0.7206506301601142,0.9955044335586284,0.6938286010631401,0.8177303519584374,0.6916614609137712,0.5009611211012588
0.5,5,8-hop Gaussian,0.503092871773388,0.6557808510160122,0.9977786005183266,0.5823501447772159,0.7354546446894444,0.5815960982347101,0.5137726767863754
0.5,6,No graph,0.5910536202636288,0.7610119569970569,0.9792892536388975,0.5466312286615671,0.7016225211482457,0.5403840813449255,0.1406395168782905
0.5,6,1-hop Gaussian,0.5280953917689373,0.7665263404004741,0.997968855788761,0.4140628376334327,0.5852868858718062,0.4137141870155666,0.1889484922660278
0.5,6,2-hop Gaussian,0.7239593736684258,0.7508067567894573,0.9875284019187074,0.8452396387052163,0.9108606557377049,0.8363123236124177,0.4575864680636203
0.5,6,4-hop Gaussian,0.6504435678574236,0.7195415710747569,0.9904025819602514,0.7559315441462466,0.8574264705882353,0.7504343908874445,0.4690844233055886
0.5,6,8-hop Gaussian,0.5381372727846683,0.6730176343354414,0.9951539338654504,0.6034832965988158,0.7513384089747384,0.6017149997845478,0.5208808437856328
0.5,7,No graph,0.45659102269460916,0.7440097698326118,0.9967334307573283,0.2505510177622196,0.40044205764017193,0.25034545297521377,0.0033525315911630705
0.5,7,1-hop Gaussian,0.5652536477982156,0.7700702959920214,0.9992860057119543,0.4233977267816241,0.594784931548432,0.42326967942625077,0.1694206446348429
0.5,7,2-hop Gaussian,0.7151676142472626,0.7701547835386969,0.993518871521159,0.7883659622282726,0.879132530120482,0.78433227276636,0.47576384728500626
0.5,7,4-hop Gaussian,0.583160867035228,0.7212944039328887,0.9973295056247288,0.6455983404641514,0.7838132091558996,0.6444842314163682,0.46086056681243115
0.5,7,8-hop Gaussian,0.5504306170061822,0.6842101588420966,0.9956960369107875,0.6248757508967544,0.7678602249040772,0.6231924660043532,0.46389835760768516
0.5,8,No graph,0.5018511121448418,0.7407119863754723,0.996244489196103,0.3955227105752193,0.5662402747057277,0.39493386842729844,0.06291841288847766
0.5,8,1-hop Gaussian,0.652518423602106,0.7765336864534975,0.9991780215611268,0.6829378970569169,0.8113311684144322,0.6825544229440221,0.516929594385255
0.5,8,2-hop Gaussian,0.6340978812652556,0.7399750094492148,0.9982680233816843,0.6974588357318813,0.8211827861240794,0.6966158760305607,0.5141805585624594
0.5,8,4-hop Gaussian,0.636481786764216,0.7194209173798806,0.9947017502083582,0.7221141795237478,0.8367679094573954,0.7193473394179438,0.5142874151684724
