cavity_sigma,repeat,method,ARI,NMI,cavity_precision,cavity_recall,cavity_f1,cavity_iou,cavity_lcc_fraction
0.25,4,1-hop Gaussian,0.7674278121289971,0.8109030793352365,0.9947015373371962,0.8235014477721596,0.9010414819543452,0.8199049073815107,0.4605486388432125
0.25,4,2-hop Gaussian,0.6944111440918234,0.7746917732416759,0.9949550155553687,0.7670815506288085,0.8662835389289506,0.7641095182745706,0.48420639591916814
0.25,4,4-hop Gaussian,0.61296686945468,0.7192361262629345,0.9957222256916256,0.6890747223302649,0.8144922353902738,0.6870408273187547,0.5018110285393118
0.25,4,8-hop Gaussian,0.5844358632495875,0.6844366539194272,0.9922044037164313,0.6738190933056744,0.8025892466476204,0.6702706188336952,0.49605447371770395
0.25,5,No graph,0.6015714812925138,0.753149309651653,0.988713561697998,0.5943861013872682,0.7424391692195577,0.5903803228021978,0.16954818302720967
0.25,5,1-hop Gaussian,0.7351560178559522,0.7927862116403229,0.9958064685223044,0.8209948571675526,0.8999905249194619,0.818166157026573,0.497850815117681
0.25,5,2-hop Gaussian,0.6950945929692192,0.7676017845605717,0.9947712776150456,0.7852111154328191,0.877655270689676,0.7819836880500979,0.5029702428207725
0.25,5,4-hop Gaussian,0.5665673423173347,0.7173664454454284,0.9989965955921878,0.6023812610743766,0.7515738107113489,0.6020170172331879,0.48862211073284356
0.25,5,8-hop Gaussian,0.5308346171341133,0.6704095216193953,0.9969389909225248,0.612277972254635,0.7586345381526105,0.611129084438693,0.5069664344521849
0.25,6,No graph,0.850331669532483,0.7865347488031659,0.9839683619663208,1.0,0.9919194084235344,0.9839683619663208,0.4186511311447525
0.25,6,1-hop Gaussian,0.7858908299470679,0.7954955342700786,0.9883319132822115,0.9023510091188037,0.9433864226815769,0.8928395800816745,0.4556707374798826
0.25,6,2-hop Gaussian,0.6920486559828344,0.7725359794159911,0.9953086349549345,0.756428540559229,0.8595808419992879,0.7537411450595354,0.4748230075914816
0.25,6,4-hop Gaussian,0.6250383614689126,0.7253500513433968,0.9937655477411628,0.6992091274471671,0.8208627709636094,0.6961554183429789,0.49190749669850437
0.25,6,8-hop Gaussian,0.5666108506960719,0.6753375223398709,0.9915814598587234,0.6642897273002291,0.7955901191754765,0.6605642579342057,0.5009515208205657
0.25,7,No graph,0.6077689550459264,0.7614369969135237,0.9849212366270744,0.5052940922252475,0.6679234504427307,0.5014152157131829,0.15095611153230562
0.25,7,1-hop Gaussian,0.7222120476427221,0.7998902686406362,0.9973849087442114,0.791175072388608,0.8823926350797706,0.7895372406952171,0.47581040588395535
0.25,7,2-hop Gaussian,0.6935104596154258,0.7623199644465628,0.9955644705616454,0.7614633303081377,0.8629184318142861,0.758888769247335,0.4878234828794214
0.25,7,4-hop Gaussian,0.637552084732043,0.7168623017309139,0.9934328709838914,0.7289424780673323,0.8408799152489562,0.7254467645857078,0.42765850929116234
0.25,7,8-hop Gaussian,0.5672353445086795,0.6783544235805615,0.9949236872184496,0.6395047322701932,0.7785699252867516,0.637424885308751,0.45542257782559
0.25,8,No graph,0.680165925832793,0.7699113097822199,0.9941057547196674,0.7543973378279096,0.8578203127879406,0.7510379692373884,0.23824710270793586
0.25,8,1-hop Gaussian,0.7415793462728295,0.7870884173014896,0.9965470530425775,0.8107308008124811,0.8940865275775375,0.8084597483192553,0.4825626178650163
0.25,8,2-hop Gaussian,0.6729899630218281,0.7568497595879289,0.996484858962169,0.7473313453476814,0.8541087855775762,0.7453663793103448,0.5052006799781024
0.25,8,4-hop Gaussian,0.6619694886760362,0.7145640274523483,0.991308750316429,0.7615713730066123,0.8613850496755509,0.7565200592439951,0.48935392231316627
0.25,8,8-hop Gaussian,0.5597016764653024,0.6696525993743684,0.9943767267999349,0.6610484463459959,0.7941539140479991,0.6585864674603346,0.5410368925727288
0.25,9,No graph,0.6502760406757091,0.7745170098434536,0.9971571596316667,0.697307575954017,0.820701932858596,0.6959240888505499,0.36743711760707004
0.25,9,1-hop Gaussian,0.7286148552271663,0.8097316166668628,0.9984909878440688,0.7720947318380224,0.8708187611956667,0.7711948545281878,0.48548274416655024
0.25,9,2-hop Gaussian,0.6890148224153202,0.7598002256437193,0.9947966206009063,0.7683996715501966,0.8670632985467667,0.7653236914600551,0.48422201085436134
0.25,9,4-hop Gaussian,0.6306168184809579,0.7302975593691594,0.9958576011461675,0.6909114482043304,0.8158193531925751,0.6889315033074056,0.5065250568411873
0.25,9,8-hop Gaussian,0.5605297076991944,0.6829138045246452,0.9951483733758681,0.6471109382427935,0.7842505663144387,0.6450758228502499,0.5118798391652544
0.5,0,No graph,0.47568428792995326,0.7511454602256424,0.9878953533775868,0.27334802714032586,0.42821116057072256,0.2724355523011651,0.005076142131979695
0.5,0,1-hop Gaussian,0.7526817250102067,0.8001427025663523,0.994723160904601,0.8268939885042569,0.9030773587577288,0.8232826316129171,0.4866649337145828
0.5,0,2-hop Gaussian,0.6779270469477121,0.7620918266309027,0.9963051012516827,0.751631444746964,0.8568437388380485,0.7495420949425733,0.5027926560307049
0.5,0,4-hop Gaussian,0.5781835192734467,0.7216753143771351,0.997816972175058,0.6222395090539782,0.766493205744174,0.6213935823568763,0.4766277417789944
0.5,0,8-hop Gaussian,0.5665512661950898,0.6817647653336323,0.9938852761331651,0.6638143394269416,0.7959889618718179,0.6611143392084705,0.4806690607913553
