method,cluster,n_cluster,n_cavity,cavity_fraction,cavity_recall,cavity_f1,cavity_iou
GraphST sampled,7,11052,1000,0.09048136083966703,0.09166743056192135,0.09107053412868266,0.047707647535900004
GraphST sampled,8,12327,54,0.004380627889997567,0.004950041250343753,0.004647960061972801,0.002329393494952981
GraphST sampled,9,3313,1125,0.33957138545125265,0.10312585938216152,0.15820559696245254,0.08589753378636329
STAGATE sampled,0,4647,2645,0.56918442005595,0.24246035383628198,0.3400617125224994,0.2048640693981876
STAGATE sampled,1,7637,205,0.026843001178473224,0.018791823265193876,0.022107192925698266,0.011177144103374953
STAGATE sampled,10,4628,38,0.008210890233362144,0.003483362361353011,0.0048915492051232546,0.0024517710820052907
STAGATE sampled,11,9042,508,0.05618226056182261,0.046567054725456046,0.05092476567590597,0.026127655197243225
STAGATE sampled,12,8123,1407,0.1732118675366244,0.12897607480062334,0.14785624211853718,0.07982978723404255
STAGATE sampled,13,7727,170,0.02200077649799405,0.01558346319552663,0.018244258424554627,0.009206108523773422
STAGATE sampled,2,3477,50,0.014380212827149842,0.004583371528096068,0.006951202558042542,0.0034877232142857145
STAGATE sampled,3,3660,200,0.0546448087431694,0.01833348611238427,0.0274555563182099,0.013918853086505673
STAGATE sampled,4,3412,1031,0.302168815943728,0.09450912090934091,0.14398435863417358,0.07757712565838977
STAGATE sampled,5,4079,3722,0.9124785486638882,0.34118617655147127,0.4966639978649587,0.3303745783774188
STAGATE sampled,6,6687,80,0.011963511290563781,0.007333394444953708,0.009092975676290065,0.004567252797442339
STAGATE sampled,7,7882,8,0.0010149708195889369,0.0007333394444953708,0.0008514714490979725,0.00042591705265399563
STAGATE sampled,8,1938,183,0.09442724458204334,0.016775139792831607,0.02848914143379777,0.01445041061276058
STAGATE sampled,9,3248,662,0.20381773399014777,0.06068383903199193,0.09352263897718442,0.04905520563171545
