section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.010,major_brain_region,110927,107637,14,0.3535646845387803,0.515282440315795,0.853356187927943,0.005851730497921379
C57BL6J-3.010,ccf_region_name,110927,108547,208,0.12084492458286668,0.554270686435343,0.4713911945977319,0.009955219730315094
