batch,n_spots,sampled_full_ari,sampled_full_nmi,embedding_linear_cka,sampled_pas,full_pas,sampled_chaos,full_chaos
Benign04,22367,0.6281457758829387,0.5047698245764738,0.7839825368084651,0.8832834085930165,0.9153350918764251,0.015913447728421345,0.01616647243082718
Tumor08,16384,0.37865854270008664,0.31174934948781946,0.5433629916179428,0.872882080078125,0.89569091796875,0.019027557594830928,0.01942094045680889
Tumor02,25800,0.7327094614737955,0.6170022215126955,0.9117027839230638,0.9121937984496125,0.9254612403100775,0.015409120006678339,0.015398044092956363
HP1,28381,0.6082114015974068,0.5694650091833899,0.8602103427437017,0.9118565237306648,0.8871181424192242,0.014613922800866359,0.014781669817901459
