section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.008,major_brain_region,126309,121807,14,0.35684320636899175,0.5354872709637992,0.8704294498674132,0.005193238905982162
C57BL6J-3.008,ccf_region_name,126309,123039,217,0.1073593246282266,0.5722843698272041,0.5833207357016881,0.007354189178604341
