section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.012,major_brain_region,93532,90173,14,0.3910602006711441,0.5145527459506466,0.8873487629334723,0.0062246676971856865
C57BL6J-3.012,ccf_region_name,93532,91636,166,0.15836181517468056,0.584917284587619,0.60213453227989,0.008296835546394137
