section,method,training_mode,train_graph,infer_graph,variant,n_eval_spots,n_reference_domains,n_predicted_domains,ari,nmi,pas,chaos
151674,graphst,sampled,spatial,spatial,mclust,3635,7,7,0.47231959631108594,0.5984882156050517,0.84646492434663,0.06052415036447926
151674,graphst,sampled,spatial,spatial,mclust_refined,3635,7,7,0.48034942276564685,0.6183558941862851,0.9117469050894085,0.05978684446522507
