batch,microns_per_pixel,spot_diameter_fullres_px,bin_size_um
cancer_p1,0.27380817798463214,29.217534913982778,8.0
cancer_p2,0.27389195078106876,29.208598416952658,8.0
cancer_p5,0.27369340955762717,29.229786763701995,8.0
normal_p3,0.27376687934875876,29.22194247540292,8.0
normal_p5,0.27401259157195484,29.19573861224996,8.0
