section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.008,major_brain_region,126309,121807,14,0.3807724275344977,0.5651119027750753,0.933200883364667,0.004929826501268073
C57BL6J-3.008,ccf_region_name,126309,123039,217,0.13712571562746517,0.6228280114358075,0.6963840733425987,0.005902421090837969
