section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.009,major_brain_region,113720,110863,14,0.3881965402184313,0.5676428231671443,0.9308497875756564,0.005250367684158575
C57BL6J-3.009,ccf_region_name,113720,111391,221,0.13733711846060917,0.6335928391560701,0.6864432494546238,0.006263934962525783
