section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.009,major_brain_region,113720,110863,14,0.38678941618813034,0.5530533010856036,0.8861820445053805,0.00539659189875529
C57BL6J-3.009,ccf_region_name,113720,111391,221,0.10601414091407838,0.5809386650128396,0.5710775556373495,0.007522127981649644
