section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.008,major_brain_region,126309,121807,14,0.33933916890032245,0.5051920862561463,0.8187879185925275,0.0055652866771079106
C57BL6J-3.008,ccf_region_name,126309,123039,217,0.10363191450179544,0.523599008593783,0.45541088597924234,0.009537527600360992
