section,method,training_mode,train_graph,infer_graph,variant,n_eval_spots,n_reference_domains,n_predicted_domains,ari,nmi,pas,chaos
151676,stagate,whole,spatial,spatial,mclust,3431,7,7,0.41567212018963157,0.5508029837646344,0.8612357913144856,0.06368377806021949
