section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.010,major_brain_region,110927,107637,14,0.39551433995044843,0.5826245801006261,0.9391547516188671,0.005272245378105736
C57BL6J-3.010,ccf_region_name,110927,108547,208,0.14725330270383857,0.6389737875738757,0.6909329599159811,0.0064971274845560326
