section,label_key,n_total,n_cells,n_reference_domains,ari,nmi,pas,chaos
C57BL6J-3.010,major_brain_region,110927,107637,14,0.32024481923404224,0.5016280171309828,0.8396090563653762,0.005851428551573034
C57BL6J-3.010,ccf_region_name,110927,108547,208,0.12069604265915741,0.5424941199982425,0.4523201930960782,0.010239409704117814
