method,cluster,n_cluster,n_cavity,cavity_fraction,cavity_recall,cavity_f1,cavity_iou
STEP sampled,8,7724,6899,0.893190056965303,0.1604866474364939,0.27208550244518065,0.15746467943304499
STEP sampled,9,5113,2964,0.5796988069626442,0.06894947427188983,0.1232406810669217,0.06566674790083524
NicheCompass,0,20278,1932,0.09527566821185521,0.04494277472783102,0.06107545917238327,0.031499657612417256
NicheCompass,1,10391,4146,0.39899913386584546,0.09644551967991068,0.1553419884224133,0.08421180915239779
NicheCompass,10,3587,2,0.0005575689991636465,4.652461151949381e-05,8.588298443370907e-05,4.294333626779465e-05
NicheCompass,11,9991,1750,0.17515764187768992,0.04070903507955709,0.06606391211612149,0.03416033887056159
NicheCompass,12,3141,953,0.30340655842088504,0.0221689773890388,0.04131891001322379,0.021095271825748184
NicheCompass,13,6121,572,0.0934487828786146,0.01330603889457523,0.02329511902095339,0.011784823948740137
NicheCompass,14,5394,3513,0.6512791991101223,0.08172048013399089,0.14521929643255757,0.07829459092023446
NicheCompass,15,5399,126,0.023337655121318763,0.00293105052572811,0.005208010416020831,0.002610803754584447
NicheCompass,16,5395,5080,0.9416126042632067,0.11817251325951428,0.20999111258086517,0.11731288825254602
NicheCompass,17,2829,543,0.1919406150583245,0.01263143202754257,0.02370299233908811,0.011993638733047665
NicheCompass,18,3553,190,0.053475935828877004,0.004419838094351912,0.00816484390107647,0.004099156436754331
NicheCompass,19,5888,0,0.0,0.0,0.0,0.0
NicheCompass,2,9866,9771,0.9903709710115548,0.227295989578487,0.36973549778635484,0.22679479144906345
NicheCompass,20,5253,23,0.00437845040928993,0.0005350330324741788,0.000953545739101594,0.0004770002903480028
NicheCompass,3,10410,73,0.007012487992315082,0.001698148320461524,0.0027341848009288738,0.0013689639006094702
NicheCompass,4,7495,5656,0.7546364242828553,0.1315716013771285,0.2240754313333201,0.1261739576594463
NicheCompass,5,3796,2528,0.6659641728134879,0.058807108960640175,0.10807113543091652,0.05712219812002892
NicheCompass,6,7789,742,0.09526254974964694,0.017260630873732204,0.02922583059259113,0.01482961926651344
NicheCompass,7,3907,648,0.1658561556181213,0.015073974132315995,0.027636208551018226,0.014011719679114321
NicheCompass,8,6834,63,0.009218612818261633,0.001465525262864055,0.002529003251575609,0.0012661026146023836
NicheCompass,9,9190,4677,0.5089227421109902,0.10879780403833628,0.17927095710835983,0.09846108502978884
BANKSY (Harmony),0,5466,257,0.04701792901573362,0.005978412580254955,0.010607999339579807,0.005332282092246406
BANKSY (Harmony),1,8683,8162,0.9399976966486238,0.18986693961105425,0.3159218904220936,0.18759337148635916
BANKSY (Harmony),10,5985,860,0.14369256474519632,0.02000558295338234,0.03512139342086456,0.01787458690998275
BANKSY (Harmony),11,6521,1027,0.15749118233399786,0.023890388015260073,0.04148740633016219,0.02118311950827111
BANKSY (Harmony),12,7398,6321,0.8544201135442011,0.14704103470736019,0.25090302861906083,0.14344718030182685
BANKSY (Harmony),13,5082,1939,0.38154269972451793,0.04510561086814925,0.08067401705845643,0.0420324727406733
BANKSY (Harmony),14,5781,680,0.11762670818197543,0.015818367916627895,0.027886567286595994,0.014140447919482626
BANKSY (Harmony),15,9188,155,0.016869830213321724,0.0036056573927607705,0.005941429009506286,0.0029795659445224043
BANKSY (Harmony),16,6726,2739,0.4072256913470116,0.06371545547594677,0.11019028844993362,0.05830761043108036
BANKSY (Harmony),17,3862,472,0.12221646815121699,0.010979808318600539,0.02014941302027748,0.010177239208245288
BANKSY (Harmony),18,6878,5124,0.7449840069787729,0.11919605471294314,0.20551076886054628,0.11452326672924769
BANKSY (Harmony),19,6759,5649,0.835774522858411,0.13140876523681028,0.22710917241240677,0.12810104766656083
BANKSY (Harmony),2,5987,21,0.003507599799565726,0.000488508420954685,0.0008575803981623276,0.00042897413898762104
BANKSY (Harmony),20,5152,213,0.04134316770186335,0.004954871126826091,0.008849189862899875,0.004444258977194483
BANKSY (Harmony),3,9237,198,0.02143553101656382,0.004605936540429887,0.007582575394925802,0.003805716262709747
BANKSY (Harmony),4,5691,2402,0.4220699349850641,0.05587605843491207,0.09868731896711108,0.05190483393478402
BANKSY (Harmony),5,10714,1058,0.09874929998133283,0.024611519493812226,0.03940262932479237,0.02009725704733683
BANKSY (Harmony),6,9261,47,0.005075045891372422,0.0010933283707081046,0.0017990774943061113,0.0009003486456457607
BANKSY (Harmony),7,5949,2929,0.4923516557404606,0.06813529357029868,0.11970492674254653,0.06366284124500086
BANKSY (Harmony),8,8827,2548,0.28865979381443296,0.059272355075835115,0.098349898677989,0.05171818864554367
BANKSY (Harmony),9,7360,187,0.025407608695652173,0.004350051177072671,0.007428299038690713,0.0037279958533522057
GraphST full graph,0,21359,2397,0.11222435507280304,0.055759746906113336,0.07450230779989743,0.038692493946731236
GraphST full graph,1,15726,3559,0.2263131120437492,0.08279054619893923,0.12123173348775419,0.06452724141057022
GraphST full graph,10,4203,3097,0.7368546276469189,0.07204336093793617,0.131253840774724,0.07023631333061188
GraphST full graph,11,591,224,0.3790186125211506,0.005210756490183307,0.010280180821037654,0.005166647445508015
GraphST full graph,12,1704,180,0.1056338028169014,0.0041872150367544434,0.00805513290969301,0.004043853342918764
GraphST full graph,13,8232,697,0.08466958211856171,0.016213827114543593,0.02721593127684498,0.013795697009282902
GraphST full graph,14,8299,6713,0.8088926376671888,0.15615985856518097,0.261781738062277,0.15060349082424732
GraphST full graph,15,5254,477,0.09078797106966122,0.011096119847399274,0.019775299531528543,0.009986391709410656
GraphST full graph,16,1801,988,0.5485841199333703,0.022983158090629945,0.044117975395744496,0.022556562635556266
GraphST full graph,17,606,65,0.10726072607260725,0.001512049874383549,0.0029820617516171954,0.0014932573686507846
GraphST full graph,18,14533,13945,0.9595403564301933,0.3243928538196706,0.48486639662036474,0.32001560492013953
GraphST full graph,19,2861,126,0.04404054526389374,0.00293105052572811,0.005496303081855656,0.0027557246899809723
GraphST full graph,2,7982,1051,0.13167126033575546,0.024448683353493997,0.04123994506572493,0.021054107654400127
GraphST full graph,20,15529,317,0.02041342005280443,0.007374150925839769,0.01083445836252713,0.005446735395189003
GraphST full graph,3,7143,36,0.00503989920201596,0.0008374430073508887,0.0014362370589056672,0.0007186345942708853
GraphST full graph,4,2324,38,0.016351118760757316,0.0008839676188703824,0.0016772598870056497,0.0008393338339886027
GraphST full graph,5,6688,2155,0.3222188995215311,0.05013026891225458,0.08676221918028827,0.04534837229856274
GraphST full graph,6,3049,185,0.06067563135454247,0.004303526565553177,0.008037013706366619,0.004034720404780598
GraphST full graph,7,8316,5391,0.6482683982683982,0.12540709035079556,0.21015905192577572,0.11741772482739093
GraphST full graph,8,5114,11,0.0021509581540868207,0.00025588536335721597,0.0004573614402727538,0.00022873302696970328
GraphST full graph,9,5193,1336,0.2572694011168881,0.031078440495021866,0.055457545505489717,0.028519585868289038
STAGATE full graph,0,13293,1011,0.07605506657639359,0.02351819112310412,0.03592686697109149,0.018292020987877692
STAGATE full graph,1,7991,6220,0.7783756726317107,0.14469154182562577,0.24402204829439578,0.1389664648450591
STAGATE full graph,10,5865,38,0.006479113384484228,0.0008839676188703824,0.00155568747057499,0.000778449247157636
STAGATE full graph,11,11443,1781,0.1556410032334178,0.04143016655810924,0.06544064962980654,0.03382716049382716
STAGATE full graph,12,7616,292,0.038340336134453784,0.006792593281846096,0.0115405896767054,0.0058037843854348865
STAGATE full graph,13,4694,339,0.07221985513421389,0.0078859216525542,0.014219202214672202,0.0071605094734174006
STAGATE full graph,14,6973,599,0.08590276781872938,0.013934121150088397,0.023978703388643142,0.012134840565617276
STAGATE full graph,15,7097,1686,0.23756516838100605,0.03922024751093328,0.06732554657082959,0.03483543048410091
STAGATE full graph,16,4893,3195,0.6529736358062538,0.07432306690239136,0.13345585931789228,0.07149890345969655
STAGATE full graph,17,2949,1059,0.35910478128179046,0.024634781799571973,0.046106624289788185,0.023597308257943757
STAGATE full graph,18,3211,136,0.04235440672687636,0.0031636735833255793,0.005887573324097925,0.0029524781277815164
STAGATE full graph,19,5923,2704,0.4565254094209016,0.06290127477435563,0.11056817484819366,0.05851927197177917
STAGATE full graph,2,3576,313,0.08752796420581656,0.007281101702800782,0.013443862211150244,0.006767421244946056
STAGATE full graph,20,12070,11491,0.952029826014913,0.2673071554852517,0.4174143630353445,0.2637546767048454
STAGATE full graph,3,8439,252,0.029861357980803412,0.00586210105145622,0.009800299453594414,0.004924279433317049
STAGATE full graph,4,8462,66,0.007799574568659891,0.0015353121801432957,0.002565597667638484,0.0012844465203176085
STAGATE full graph,5,8033,907,0.11290924934644592,0.021098911324090443,0.035553987573744145,0.018098734884463424
STAGATE full graph,6,2959,126,0.04258195336262251,0.00293105052572811,0.005484580059633926,0.0027498308635778355
STAGATE full graph,7,3951,2082,0.5269552012148823,0.04843212059179306,0.08871088007839963,0.046414160554651446
STAGATE full graph,8,7664,17,0.0022181628392484343,0.0003954591979156974,0.0006712469399036564,0.00033573615088377607
STAGATE full graph,9,9405,8674,0.9222753854332801,0.20177724016004467,0.3311129349340561,0.19840344015187905
GraphST sampled,0,19420,1582,0.08146240988671473,0.036800967711919604,0.050698628380976794,0.026008614737118994
GraphST sampled,1,22074,802,0.03633233668569358,0.01865636921931702,0.024653407518981898,0.012480547774665422
GraphST sampled,10,4993,304,0.0608852393350691,0.007071740950963059,0.012671682541005815,0.006376240115779096
GraphST sampled,11,1451,864,0.5954514128187457,0.020098632176421327,0.03888476338351449,0.01982788296041308
GraphST sampled,12,6444,22,0.003414028553693358,0.0005117707267144319,0.0008901116685547825,0.00044525399716656547
GraphST sampled,13,7631,4351,0.5701742890839995,0.10121429236065879,0.17191173274857266,0.09403907668366907
GraphST sampled,14,614,243,0.3957654723127036,0.005652740299618498,0.011146277693683777,0.005604372794575521
GraphST sampled,15,1626,135,0.08302583025830258,0.0031404112775658324,0.006051911955888286,0.0030351401785112075
GraphST sampled,16,6330,1102,0.1740916271721959,0.02563506094724109,0.044689565675818166,0.022855483656877385
GraphST sampled,17,5899,4408,0.7472452958128496,0.10254024378896436,0.18033424018655267,0.09910294745835113
GraphST sampled,18,2642,68,0.025738077214231644,0.0015818367916627897,0.002980495288187596,0.0014924717966726658
GraphST sampled,19,3745,26,0.006942590120160214,0.0006048199497534196,0.001112704084907881,0.0005566617423512536
GraphST sampled,2,19958,16757,0.8396131876941577,0.3898064576160789,0.5324246179264767,0.36279200675485507
GraphST sampled,20,7065,5792,0.8198159943382873,0.1347352749604541,0.2314346792400056,0.13086012516662524
GraphST sampled,3,3071,196,0.0638228590035819,0.004559411928910393,0.008510823074751948,0.004273597453284783
GraphST sampled,4,2249,376,0.16718541574032902,0.008746626965664837,0.016623560359882397,0.008381444907603485
GraphST sampled,5,8444,597,0.07070108953102795,0.013887596538568903,0.0232151189920672,0.011743877249926232
GraphST sampled,6,3470,185,0.053314121037463975,0.004303526565553177,0.007964182702656163,0.003998011799537527
GraphST sampled,7,6614,2808,0.424553976413668,0.06532055457336931,0.11322124107898875,0.06000769329401205
GraphST sampled,8,6602,2348,0.35564980308997274,0.054619893923885734,0.09469651139342611,0.04970153676813006
GraphST sampled,9,6165,22,0.0035685320356853203,0.0005117707267144319,0.0008951640795068461,0.0004477824591398506
STAGATE sampled,0,9724,594,0.06108597285067873,0.013817809621289662,0.022537562604340568,0.011397214014352047
STAGATE sampled,1,7665,1908,0.24892367906066537,0.044384479389597095,0.07533611039819951,0.039142476151400145
STAGATE sampled,10,10398,88,0.008463165993460281,0.0020470829068577278,0.00329674446484097,0.0016510938496754099
STAGATE sampled,11,4306,4042,0.9386901997213191,0.09402623988089699,0.17093077345963545,0.09345232590400444
STAGATE sampled,12,4598,294,0.06394084384515007,0.00683911789336559,0.012356575463371579,0.006216696269982238
STAGATE sampled,13,5819,2323,0.39920948616600793,0.05403833627989206,0.09519126354826152,0.049974184665691423
STAGATE sampled,14,5225,1310,0.2507177033492823,0.03047362054526845,0.05434218986580384,0.027929983156727716
STAGATE sampled,15,5572,2500,0.4486719310839914,0.05815576439936727,0.1029654036243822,0.054277029960920535
STAGATE sampled,16,4710,2598,0.5515923566878981,0.06043547036382246,0.10893538513145205,0.05760532150776053
STAGATE sampled,17,10489,338,0.032224234912765756,0.007862659346794454,0.01264094844512594,0.006360676715783135
STAGATE sampled,18,13119,12657,0.9647839012119827,0.2944310040011166,0.45117365034665907,0.29130034522439585
STAGATE sampled,19,7422,406,0.05470223659391,0.009444496138457244,0.016107915096211067,0.008119350451963842
STAGATE sampled,2,5793,5020,0.8665630933885724,0.11677677491392947,0.20581783891269143,0.1147140147620027
STAGATE sampled,20,7747,709,0.09151929779269395,0.016492974783660557,0.027949147531290033,0.014172630232279215
STAGATE sampled,3,9146,4598,0.5027334353815875,0.10696008188331628,0.17639160624544442,0.0967266913497139
STAGATE sampled,4,6802,19,0.002793296089385475,0.0004419838094351912,0.0007632054629443663,0.00038174840770729946
STAGATE sampled,5,4197,3089,0.7360019061234215,0.0718572624918582,0.13093144007629545,0.0700517053701016
STAGATE sampled,6,3977,209,0.052552175006286145,0.004861821903787103,0.008900244863195997,0.0044700145435879884
STAGATE sampled,7,10889,51,0.004683625677289007,0.0011863775937470923,0.0018932011804666184,0.0009474974919184037
STAGATE sampled,8,5946,87,0.014631685166498487,0.002023820601097981,0.003555809866350595,0.001781071508997482
STAGATE sampled,9,2963,148,0.04994937563280459,0.003442821252442542,0.006441644360296837,0.003231229395454446
