section,method,training_mode,train_graph,infer_graph,variant,n_eval_spots,n_reference_domains,n_predicted_domains,ari,nmi,pas,chaos
151669,stagate,fullneighbors,spatial,spatial,mclust,3636,5,5,0.24625605085460237,0.4807349924603636,0.9134213421342134,0.06164713127907647
